#    L    TT             EE             TE             PP             TP          
  3769    0.37567E+01    0.12764E+00   -0.13253E+00    0.37153E+05    0.13271E+01
  3770    0.37446E+01    0.12773E+00   -0.13245E+00    0.37137E+05    0.13229E+01
  3771    0.37326E+01    0.12781E+00   -0.13242E+00    0.37121E+05    0.13187E+01
  3772    0.37207E+01    0.12790E+00   -0.13240E+00    0.37105E+05    0.13143E+01
  3773    0.37089E+01    0.12800E+00   -0.13242E+00    0.37090E+05    0.13099E+01
  3774    0.36972E+01    0.12811E+00   -0.13246E+00    0.37074E+05    0.13053E+01
  3775    0.36855E+01    0.12819E+00   -0.13251E+00    0.37058E+05    0.13007E+01
  3776    0.36739E+01    0.12829E+00   -0.13261E+00    0.37042E+05    0.12960E+01
  3777    0.36625E+01    0.12838E+00   -0.13273E+00    0.37027E+05    0.12911E+01
  3778    0.36512E+01    0.12848E+00   -0.13286E+00    0.37011E+05    0.12862E+01
  3779    0.36399E+01    0.12856E+00   -0.13304E+00    0.36995E+05    0.12812E+01
  3780    0.36287E+01    0.12865E+00   -0.13322E+00    0.36980E+05    0.12761E+01
  3781    0.36176E+01    0.12873E+00   -0.13344E+00    0.36964E+05    0.12709E+01
  3782    0.36065E+01    0.12882E+00   -0.13367E+00    0.36948E+05    0.12656E+01
  3783    0.35953E+01    0.12891E+00   -0.13392E+00    0.36933E+05    0.12602E+01
  3784    0.35845E+01    0.12899E+00   -0.13422E+00    0.36917E+05    0.12548E+01
  3785    0.35737E+01    0.12908E+00   -0.13451E+00    0.36901E+05    0.12492E+01
  3786    0.35630E+01    0.12916E+00   -0.13484E+00    0.36886E+05    0.12436E+01
  3787    0.35524E+01    0.12924E+00   -0.13518E+00    0.36870E+05    0.12379E+01
  3788    0.35419E+01    0.12931E+00   -0.13554E+00    0.36854E+05    0.12321E+01
  3789    0.35315E+01    0.12939E+00   -0.13593E+00    0.36839E+05    0.12262E+01
  3790    0.35212E+01    0.12946E+00   -0.13634E+00    0.36823E+05    0.12202E+01
  3791    0.35109E+01    0.12953E+00   -0.13676E+00    0.36808E+05    0.12142E+01
  3792    0.35009E+01    0.12960E+00   -0.13720E+00    0.36792E+05    0.12080E+01
  3793    0.34908E+01    0.12966E+00   -0.13765E+00    0.36777E+05    0.12018E+01
  3794    0.34808E+01    0.12972E+00   -0.13812E+00    0.36761E+05    0.11955E+01
  3795    0.34710E+01    0.12978E+00   -0.13861E+00    0.36745E+05    0.11892E+01
  3796    0.34612E+01    0.12983E+00   -0.13914E+00    0.36730E+05    0.11827E+01
  3797    0.34515E+01    0.12989E+00   -0.13967E+00    0.36714E+05    0.11762E+01
  3798    0.34420E+01    0.12993E+00   -0.14022E+00    0.36699E+05    0.11696E+01
  3799    0.34326E+01    0.12998E+00   -0.14078E+00    0.36683E+05    0.11630E+01
  3800    0.34231E+01    0.13003E+00   -0.14136E+00    0.36668E+05    0.11562E+01
  3801    0.34138E+01    0.13005E+00   -0.14195E+00    0.36653E+05    0.11494E+01
  3802    0.34046E+01    0.13009E+00   -0.14255E+00    0.36637E+05    0.11426E+01
  3803    0.33955E+01    0.13011E+00   -0.14317E+00    0.36622E+05    0.11356E+01
  3804    0.33866E+01    0.13014E+00   -0.14380E+00    0.36606E+05    0.11286E+01
  3805    0.33777E+01    0.13016E+00   -0.14445E+00    0.36591E+05    0.11216E+01
  3806    0.33689E+01    0.13018E+00   -0.14509E+00    0.36575E+05    0.11145E+01
  3807    0.33602E+01    0.13019E+00   -0.14576E+00    0.36560E+05    0.11073E+01
  3808    0.33516E+01    0.13019E+00   -0.14643E+00    0.36545E+05    0.11001E+01
  3809    0.33431E+01    0.13020E+00   -0.14712E+00    0.36529E+05    0.10929E+01
  3810    0.33347E+01    0.13019E+00   -0.14781E+00    0.36514E+05    0.10856E+01
  3811    0.33264E+01    0.13019E+00   -0.14851E+00    0.36498E+05    0.10783E+01
  3812    0.33183E+01    0.13017E+00   -0.14922E+00    0.36483E+05    0.10710E+01
  3813    0.33101E+01    0.13015E+00   -0.14994E+00    0.36468E+05    0.10636E+01
  3814    0.33020E+01    0.13013E+00   -0.15068E+00    0.36452E+05    0.10562E+01
  3815    0.32941E+01    0.13011E+00   -0.15141E+00    0.36437E+05    0.10488E+01
  3816    0.32862E+01    0.13008E+00   -0.15215E+00    0.36422E+05    0.10414E+01
  3817    0.32785E+01    0.13003E+00   -0.15290E+00    0.36406E+05    0.10340E+01
  3818    0.32708E+01    0.12999E+00   -0.15365E+00    0.36391E+05    0.10265E+01
  3819    0.32633E+01    0.12994E+00   -0.15441E+00    0.36376E+05    0.10191E+01
  3820    0.32557E+01    0.12988E+00   -0.15518E+00    0.36361E+05    0.10117E+01
  3821    0.32484E+01    0.12982E+00   -0.15594E+00    0.36345E+05    0.10042E+01
  3822    0.32410E+01    0.12976E+00   -0.15671E+00    0.36330E+05    0.99681E+00
  3823    0.32338E+01    0.12969E+00   -0.15749E+00    0.36315E+05    0.98941E+00
  3824    0.32266E+01    0.12962E+00   -0.15826E+00    0.36300E+05    0.98202E+00
  3825    0.32196E+01    0.12953E+00   -0.15903E+00    0.36284E+05    0.97465E+00
  3826    0.32127E+01    0.12945E+00   -0.15981E+00    0.36269E+05    0.96731E+00
  3827    0.32057E+01    0.12935E+00   -0.16059E+00    0.36254E+05    0.96000E+00
  3828    0.31989E+01    0.12925E+00   -0.16137E+00    0.36239E+05    0.95272E+00
  3829    0.31922E+01    0.12914E+00   -0.16215E+00    0.36224E+05    0.94547E+00
  3830    0.31857E+01    0.12903E+00   -0.16292E+00    0.36209E+05    0.93827E+00
  3831    0.31791E+01    0.12891E+00   -0.16370E+00    0.36193E+05    0.93111E+00
  3832    0.31726E+01    0.12879E+00   -0.16447E+00    0.36178E+05    0.92400E+00
  3833    0.31662E+01    0.12865E+00   -0.16524E+00    0.36163E+05    0.91694E+00
  3834    0.31600E+01    0.12852E+00   -0.16602E+00    0.36148E+05    0.90993E+00
  3835    0.31538E+01    0.12838E+00   -0.16678E+00    0.36133E+05    0.90299E+00
  3836    0.31476E+01    0.12823E+00   -0.16754E+00    0.36118E+05    0.89611E+00
  3837    0.31415E+01    0.12807E+00   -0.16830E+00    0.36103E+05    0.88929E+00
  3838    0.31355E+01    0.12791E+00   -0.16906E+00    0.36088E+05    0.88255E+00
  3839    0.31296E+01    0.12775E+00   -0.16982E+00    0.36073E+05    0.87588E+00
  3840    0.31238E+01    0.12757E+00   -0.17056E+00    0.36057E+05    0.86929E+00
  3841    0.31180E+01    0.12740E+00   -0.17130E+00    0.36042E+05    0.86278E+00
  3842    0.31124E+01    0.12721E+00   -0.17203E+00    0.36027E+05    0.85636E+00
  3843    0.31067E+01    0.12701E+00   -0.17275E+00    0.36012E+05    0.85003E+00
  3844    0.31011E+01    0.12682E+00   -0.17348E+00    0.35997E+05    0.84379E+00
  3845    0.30957E+01    0.12662E+00   -0.17419E+00    0.35982E+05    0.83766E+00
  3846    0.30902E+01    0.12641E+00   -0.17489E+00    0.35967E+05    0.83162E+00
  3847    0.30848E+01    0.12619E+00   -0.17559E+00    0.35952E+05    0.82569E+00
  3848    0.30795E+01    0.12597E+00   -0.17627E+00    0.35937E+05    0.81987E+00
  3849    0.30743E+01    0.12574E+00   -0.17695E+00    0.35922E+05    0.81416E+00
  3850    0.30691E+01    0.12550E+00   -0.17761E+00    0.35907E+05    0.80857E+00
  3851    0.30640E+01    0.12526E+00   -0.17827E+00    0.35893E+05    0.80310E+00
  3852    0.30589E+01    0.12502E+00   -0.17892E+00    0.35878E+05    0.79775E+00
  3853    0.30540E+01    0.12477E+00   -0.17955E+00    0.35863E+05    0.79252E+00
  3854    0.30491E+01    0.12448E+00   -0.18017E+00    0.35848E+05    0.78740E+00
  3855    0.30441E+01    0.12422E+00   -0.18078E+00    0.35833E+05    0.78239E+00
  3856    0.30393E+01    0.12396E+00   -0.18138E+00    0.35818E+05    0.77749E+00
  3857    0.30346E+01    0.12367E+00   -0.18197E+00    0.35803E+05    0.77271E+00
  3858    0.30298E+01    0.12339E+00   -0.18255E+00    0.35788E+05    0.76803E+00
  3859    0.30252E+01    0.12310E+00   -0.18312E+00    0.35773E+05    0.76345E+00
  3860    0.30206E+01    0.12283E+00   -0.18367E+00    0.35758E+05    0.75897E+00
  3861    0.30160E+01    0.12253E+00   -0.18421E+00    0.35744E+05    0.75460E+00
  3862    0.30115E+01    0.12222E+00   -0.18473E+00    0.35729E+05    0.75032E+00
  3863    0.30070E+01    0.12191E+00   -0.18524E+00    0.35714E+05    0.74614E+00
  3864    0.30026E+01    0.12160E+00   -0.18573E+00    0.35699E+05    0.74205E+00
  3865    0.29982E+01    0.12127E+00   -0.18621E+00    0.35684E+05    0.73806E+00
  3866    0.29938E+01    0.12096E+00   -0.18667E+00    0.35669E+05    0.73415E+00
  3867    0.29895E+01    0.12063E+00   -0.18712E+00    0.35655E+05    0.73033E+00
  3868    0.29852E+01    0.12029E+00   -0.18756E+00    0.35640E+05    0.72660E+00
  3869    0.29810E+01    0.11995E+00   -0.18798E+00    0.35625E+05    0.72295E+00
  3870    0.29768E+01    0.11960E+00   -0.18838E+00    0.35610E+05    0.71938E+00
  3871    0.29727E+01    0.11925E+00   -0.18876E+00    0.35596E+05    0.71589E+00
  3872    0.29685E+01    0.11889E+00   -0.18913E+00    0.35581E+05    0.71248E+00
  3873    0.29643E+01    0.11852E+00   -0.18948E+00    0.35566E+05    0.70914E+00
  3874    0.29603E+01    0.11816E+00   -0.18982E+00    0.35551E+05    0.70587E+00
  3875    0.29562E+01    0.11781E+00   -0.19014E+00    0.35537E+05    0.70268E+00
  3876    0.29522E+01    0.11743E+00   -0.19044E+00    0.35522E+05    0.69955E+00
  3877    0.29482E+01    0.11705E+00   -0.19072E+00    0.35507E+05    0.69649E+00
  3878    0.29442E+01    0.11666E+00   -0.19098E+00    0.35493E+05    0.69349E+00
  3879    0.29403E+01    0.11628E+00   -0.19123E+00    0.35478E+05    0.69055E+00
  3880    0.29364E+01    0.11588E+00   -0.19146E+00    0.35463E+05    0.68768E+00
  3881    0.29325E+01    0.11546E+00   -0.19167E+00    0.35449E+05    0.68486E+00
  3882    0.29285E+01    0.11506E+00   -0.19186E+00    0.35434E+05    0.68210E+00
  3883    0.29246E+01    0.11464E+00   -0.19203E+00    0.35419E+05    0.67939E+00
  3884    0.29208E+01    0.11424E+00   -0.19219E+00    0.35405E+05    0.67674E+00
  3885    0.29170E+01    0.11382E+00   -0.19233E+00    0.35390E+05    0.67413E+00
  3886    0.29131E+01    0.11340E+00   -0.19245E+00    0.35376E+05    0.67157E+00
  3887    0.29093E+01    0.11298E+00   -0.19254E+00    0.35361E+05    0.66905E+00
  3888    0.29055E+01    0.11256E+00   -0.19262E+00    0.35346E+05    0.66658E+00
  3889    0.29017E+01    0.11211E+00   -0.19269E+00    0.35332E+05    0.66415E+00
  3890    0.28980E+01    0.11169E+00   -0.19272E+00    0.35317E+05    0.66176E+00
  3891    0.28942E+01    0.11125E+00   -0.19275E+00    0.35303E+05    0.65941E+00
  3892    0.28904E+01    0.11082E+00   -0.19275E+00    0.35288E+05    0.65708E+00
  3893    0.28866E+01    0.11038E+00   -0.19274E+00    0.35274E+05    0.65480E+00
  3894    0.28828E+01    0.10993E+00   -0.19270E+00    0.35259E+05    0.65254E+00
  3895    0.28789E+01    0.10948E+00   -0.19264E+00    0.35245E+05    0.65031E+00
  3896    0.28752E+01    0.10903E+00   -0.19257E+00    0.35230E+05    0.64811E+00
  3897    0.28714E+01    0.10858E+00   -0.19247E+00    0.35216E+05    0.64593E+00
  3898    0.28677E+01    0.10813E+00   -0.19235E+00    0.35201E+05    0.64377E+00
  3899    0.28638E+01    0.10766E+00   -0.19221E+00    0.35187E+05    0.64163E+00
  3900    0.28601E+01    0.10720E+00   -0.19206E+00    0.35172E+05    0.63951E+00
  3901    0.28562E+01    0.10674E+00   -0.19188E+00    0.35158E+05    0.63741E+00
  3902    0.28524E+01    0.10627E+00   -0.19169E+00    0.35143E+05    0.63532E+00
  3903    0.28486E+01    0.10579E+00   -0.19147E+00    0.35129E+05    0.63324E+00
  3904    0.28447E+01    0.10533E+00   -0.19126E+00    0.35114E+05    0.63118E+00
  3905    0.28410E+01    0.10484E+00   -0.19100E+00    0.35100E+05    0.62912E+00
  3906    0.28371E+01    0.10436E+00   -0.19073E+00    0.35086E+05    0.62708E+00
  3907    0.28332E+01    0.10391E+00   -0.19043E+00    0.35071E+05    0.62505E+00
  3908    0.28294E+01    0.10343E+00   -0.19010E+00    0.35057E+05    0.62302E+00
  3909    0.28254E+01    0.10295E+00   -0.18977E+00    0.35042E+05    0.62100E+00
  3910    0.28217E+01    0.10247E+00   -0.18942E+00    0.35028E+05    0.61899E+00
  3911    0.28177E+01    0.10199E+00   -0.18904E+00    0.35014E+05    0.61698E+00
  3912    0.28138E+01    0.10151E+00   -0.18865E+00    0.34999E+05    0.61497E+00
  3913    0.28097E+01    0.10102E+00   -0.18825E+00    0.34985E+05    0.61297E+00
  3914    0.28057E+01    0.10054E+00   -0.18782E+00    0.34971E+05    0.61097E+00
  3915    0.28017E+01    0.10005E+00   -0.18736E+00    0.34956E+05    0.60897E+00
  3916    0.27975E+01    0.99566E-01   -0.18690E+00    0.34942E+05    0.60696E+00
  3917    0.27935E+01    0.99084E-01   -0.18642E+00    0.34928E+05    0.60496E+00
  3918    0.27893E+01    0.98594E-01   -0.18591E+00    0.34913E+05    0.60295E+00
  3919    0.27852E+01    0.98111E-01   -0.18539E+00    0.34899E+05    0.60094E+00
  3920    0.27811E+01    0.97621E-01   -0.18485E+00    0.34885E+05    0.59892E+00
  3921    0.27769E+01    0.97130E-01   -0.18430E+00    0.34871E+05    0.59690E+00
  3922    0.27726E+01    0.96647E-01   -0.18372E+00    0.34856E+05    0.59487E+00
  3923    0.27685E+01    0.96156E-01   -0.18313E+00    0.34842E+05    0.59283E+00
  3924    0.27642E+01    0.95665E-01   -0.18252E+00    0.34828E+05    0.59078E+00
  3925    0.27598E+01    0.95189E-01   -0.18190E+00    0.34814E+05    0.58872E+00
  3926    0.27556E+01    0.94698E-01   -0.18125E+00    0.34799E+05    0.58665E+00
  3927    0.27512E+01    0.94214E-01   -0.18058E+00    0.34785E+05    0.58456E+00
  3928    0.27467E+01    0.93723E-01   -0.17991E+00    0.34771E+05    0.58246E+00
  3929    0.27424E+01    0.93239E-01   -0.17921E+00    0.34757E+05    0.58035E+00
  3930    0.27379E+01    0.92755E-01   -0.17850E+00    0.34743E+05    0.57822E+00
  3931    0.27333E+01    0.92270E-01   -0.17777E+00    0.34729E+05    0.57607E+00
  3932    0.27289E+01    0.91786E-01   -0.17703E+00    0.34714E+05    0.57390E+00
  3933    0.27242E+01    0.91302E-01   -0.17627E+00    0.34700E+05    0.57171E+00
  3934    0.27196E+01    0.90825E-01   -0.17550E+00    0.34686E+05    0.56951E+00
  3935    0.27150E+01    0.90340E-01   -0.17470E+00    0.34672E+05    0.56728E+00
  3936    0.27104E+01    0.89863E-01   -0.17391E+00    0.34658E+05    0.56502E+00
  3937    0.27055E+01    0.89393E-01   -0.17310E+00    0.34644E+05    0.56275E+00
  3938    0.27008E+01    0.88916E-01   -0.17224E+00    0.34630E+05    0.56045E+00
  3939    0.26960E+01    0.88439E-01   -0.17139E+00    0.34616E+05    0.55812E+00
  3940    0.26911E+01    0.87969E-01   -0.17055E+00    0.34601E+05    0.55576E+00
  3941    0.26862E+01    0.87507E-01   -0.16968E+00    0.34587E+05    0.55338E+00
  3942    0.26813E+01    0.87037E-01   -0.16879E+00    0.34573E+05    0.55097E+00
  3943    0.26763E+01    0.86575E-01   -0.16789E+00    0.34559E+05    0.54852E+00
  3944    0.26712E+01    0.86106E-01   -0.16698E+00    0.34545E+05    0.54605E+00
  3945    0.26662E+01    0.85643E-01   -0.16605E+00    0.34531E+05    0.54354E+00
  3946    0.26610E+01    0.85189E-01   -0.16511E+00    0.34517E+05    0.54100E+00
  3947    0.26559E+01    0.84734E-01   -0.16416E+00    0.34503E+05    0.53842E+00
  3948    0.26507E+01    0.84279E-01   -0.16319E+00    0.34489E+05    0.53581E+00
  3949    0.26454E+01    0.83825E-01   -0.16222E+00    0.34475E+05    0.53316E+00
  3950    0.26401E+01    0.83385E-01   -0.16123E+00    0.34461E+05    0.53047E+00
  3951    0.26348E+01    0.82931E-01   -0.16024E+00    0.34447E+05    0.52774E+00
  3952    0.26294E+01    0.82484E-01   -0.15924E+00    0.34433E+05    0.52498E+00
  3953    0.26239E+01    0.82052E-01   -0.15821E+00    0.34419E+05    0.52219E+00
  3954    0.26185E+01    0.81598E-01   -0.15718E+00    0.34405E+05    0.51937E+00
  3955    0.26130E+01    0.81166E-01   -0.15615E+00    0.34391E+05    0.51654E+00
  3956    0.26074E+01    0.80734E-01   -0.15510E+00    0.34377E+05    0.51369E+00
  3957    0.26018E+01    0.80310E-01   -0.15405E+00    0.34363E+05    0.51084E+00
  3958    0.25960E+01    0.79886E-01   -0.15297E+00    0.34349E+05    0.50798E+00
  3959    0.25903E+01    0.79459E-01   -0.15190E+00    0.34336E+05    0.50513E+00
  3960    0.25846E+01    0.79040E-01   -0.15083E+00    0.34322E+05    0.50228E+00
  3961    0.25787E+01    0.78626E-01   -0.14974E+00    0.34308E+05    0.49945E+00
  3962    0.25729E+01    0.78216E-01   -0.14863E+00    0.34294E+05    0.49663E+00
  3963    0.25670E+01    0.77813E-01   -0.14752E+00    0.34280E+05    0.49384E+00
  3964    0.25611E+01    0.77411E-01   -0.14641E+00    0.34266E+05    0.49107E+00
  3965    0.25551E+01    0.77008E-01   -0.14530E+00    0.34252E+05    0.48834E+00
  3966    0.25490E+01    0.76612E-01   -0.14418E+00    0.34238E+05    0.48565E+00
  3967    0.25430E+01    0.76224E-01   -0.14304E+00    0.34225E+05    0.48300E+00
  3968    0.25368E+01    0.75829E-01   -0.14191E+00    0.34211E+05    0.48041E+00
  3969    0.25306E+01    0.75443E-01   -0.14077E+00    0.34197E+05    0.47786E+00
  3970    0.25244E+01    0.75062E-01   -0.13963E+00    0.34183E+05    0.47538E+00
  3971    0.25181E+01    0.74684E-01   -0.13848E+00    0.34169E+05    0.47296E+00
  3972    0.25118E+01    0.74309E-01   -0.13733E+00    0.34156E+05    0.47062E+00
  3973    0.25054E+01    0.73939E-01   -0.13617E+00    0.34142E+05    0.46834E+00
  3974    0.24990E+01    0.73573E-01   -0.13501E+00    0.34128E+05    0.46615E+00
  3975    0.24926E+01    0.73212E-01   -0.13384E+00    0.34114E+05    0.46405E+00
  3976    0.24862E+01    0.72854E-01   -0.13268E+00    0.34100E+05    0.46204E+00
  3977    0.24795E+01    0.72502E-01   -0.13151E+00    0.34087E+05    0.46012E+00
  3978    0.24731E+01    0.72153E-01   -0.13033E+00    0.34073E+05    0.45831E+00
  3979    0.24664E+01    0.71808E-01   -0.12916E+00    0.34059E+05    0.45660E+00
  3980    0.24597E+01    0.71469E-01   -0.12798E+00    0.34046E+05    0.45500E+00
  3981    0.24530E+01    0.71133E-01   -0.12681E+00    0.34032E+05    0.45352E+00
  3982    0.24462E+01    0.70802E-01   -0.12563E+00    0.34018E+05    0.45217E+00
  3983    0.24395E+01    0.70474E-01   -0.12445E+00    0.34004E+05    0.45094E+00
  3984    0.24326E+01    0.70151E-01   -0.12327E+00    0.33991E+05    0.44985E+00
  3985    0.24258E+01    0.69833E-01   -0.12209E+00    0.33977E+05    0.44889E+00
  3986    0.24189E+01    0.69519E-01   -0.12092E+00    0.33963E+05    0.44808E+00
  3987    0.24119E+01    0.69210E-01   -0.11974E+00    0.33950E+05    0.44742E+00
  3988    0.24049E+01    0.68906E-01   -0.11857E+00    0.33936E+05    0.44691E+00
  3989    0.23979E+01    0.68605E-01   -0.11739E+00    0.33922E+05    0.44656E+00
  3990    0.23909E+01    0.68309E-01   -0.11622E+00    0.33909E+05    0.44638E+00
  3991    0.23838E+01    0.68018E-01   -0.11504E+00    0.33895E+05    0.44636E+00
  3992    0.23766E+01    0.67732E-01   -0.11387E+00    0.33882E+05    0.44652E+00
  3993    0.23694E+01    0.67451E-01   -0.11271E+00    0.33868E+05    0.44687E+00
  3994    0.23623E+01    0.67173E-01   -0.11155E+00    0.33854E+05    0.44739E+00
  3995    0.23550E+01    0.66900E-01   -0.11039E+00    0.33841E+05    0.44811E+00
  3996    0.23477E+01    0.66633E-01   -0.10923E+00    0.33827E+05    0.44902E+00
  3997    0.23404E+01    0.66369E-01   -0.10807E+00    0.33814E+05    0.45014E+00
  3998    0.23330E+01    0.66111E-01   -0.10694E+00    0.33800E+05    0.45146E+00
  3999    0.23256E+01    0.65857E-01   -0.10579E+00    0.33787E+05    0.45299E+00
  4000    0.23183E+01    0.65607E-01   -0.10464E+00    0.33773E+05    0.45474E+00
  4001    0.23108E+01    0.65362E-01   -0.10351E+00    0.33759E+05    0.45671E+00
  4002    0.23034E+01    0.65123E-01   -0.10237E+00    0.33746E+05    0.45890E+00
  4003    0.22959E+01    0.64888E-01   -0.10125E+00    0.33732E+05    0.46129E+00
  4004    0.22883E+01    0.64657E-01   -0.10013E+00    0.33719E+05    0.46388E+00
  4005    0.22809E+01    0.64431E-01   -0.99014E-01    0.33705E+05    0.46666E+00
  4006    0.22733E+01    0.64209E-01   -0.97900E-01    0.33692E+05    0.46962E+00
  4007    0.22656E+01    0.63992E-01   -0.96808E-01    0.33678E+05    0.47276E+00
