#    L    TT             EE             TE             PP             TP          
  5363    0.69725E-01    0.17958E-02   -0.81495E-03    0.21080E+05    0.33204E+00
  5364    0.69502E-01    0.17926E-02   -0.81011E-03    0.21073E+05    0.33215E+00
  5365    0.69280E-01    0.17896E-02   -0.80557E-03    0.21067E+05    0.33226E+00
  5366    0.69060E-01    0.17865E-02   -0.80110E-03    0.21061E+05    0.33237E+00
  5367    0.68840E-01    0.17835E-02   -0.79686E-03    0.21054E+05    0.33248E+00
  5368    0.68622E-01    0.17805E-02   -0.79285E-03    0.21048E+05    0.33258E+00
  5369    0.68404E-01    0.17775E-02   -0.78899E-03    0.21042E+05    0.33269E+00
  5370    0.68188E-01    0.17744E-02   -0.78543E-03    0.21035E+05    0.33280E+00
  5371    0.67974E-01    0.17715E-02   -0.78195E-03    0.21029E+05    0.33290E+00
  5372    0.67760E-01    0.17686E-02   -0.77869E-03    0.21023E+05    0.33300E+00
  5373    0.67547E-01    0.17656E-02   -0.77559E-03    0.21016E+05    0.33311E+00
  5374    0.67336E-01    0.17626E-02   -0.77263E-03    0.21010E+05    0.33321E+00
  5375    0.67126E-01    0.17597E-02   -0.76991E-03    0.21004E+05    0.33331E+00
  5376    0.66917E-01    0.17568E-02   -0.76734E-03    0.20997E+05    0.33340E+00
  5377    0.66709E-01    0.17539E-02   -0.76492E-03    0.20991E+05    0.33350E+00
  5378    0.66503E-01    0.17510E-02   -0.76272E-03    0.20985E+05    0.33360E+00
  5379    0.66297E-01    0.17481E-02   -0.76068E-03    0.20978E+05    0.33369E+00
  5380    0.66092E-01    0.17451E-02   -0.75879E-03    0.20972E+05    0.33379E+00
  5381    0.65889E-01    0.17423E-02   -0.75713E-03    0.20966E+05    0.33388E+00
  5382    0.65689E-01    0.17395E-02   -0.75554E-03    0.20960E+05    0.33397E+00
  5383    0.65488E-01    0.17366E-02   -0.75419E-03    0.20953E+05    0.33406E+00
  5384    0.65289E-01    0.17337E-02   -0.75306E-03    0.20947E+05    0.33415E+00
  5385    0.65092E-01    0.17309E-02   -0.75193E-03    0.20941E+05    0.33424E+00
  5386    0.64894E-01    0.17281E-02   -0.75103E-03    0.20934E+05    0.33432E+00
  5387    0.64699E-01    0.17252E-02   -0.75035E-03    0.20928E+05    0.33441E+00
  5388    0.64505E-01    0.17223E-02   -0.74968E-03    0.20922E+05    0.33449E+00
  5389    0.64313E-01    0.17196E-02   -0.74924E-03    0.20916E+05    0.33457E+00
  5390    0.64120E-01    0.17167E-02   -0.74895E-03    0.20909E+05    0.33465E+00
  5391    0.63930E-01    0.17139E-02   -0.74881E-03    0.20903E+05    0.33473E+00
  5392    0.63741E-01    0.17110E-02   -0.74883E-03    0.20897E+05    0.33481E+00
  5393    0.63554E-01    0.17081E-02   -0.74892E-03    0.20891E+05    0.33488E+00
  5394    0.63367E-01    0.17052E-02   -0.74916E-03    0.20884E+05    0.33496E+00
  5395    0.63183E-01    0.17024E-02   -0.74956E-03    0.20878E+05    0.33503E+00
  5396    0.62999E-01    0.16995E-02   -0.75019E-03    0.20872E+05    0.33510E+00
  5397    0.62817E-01    0.16967E-02   -0.75089E-03    0.20866E+05    0.33517E+00
  5398    0.62635E-01    0.16938E-02   -0.75174E-03    0.20859E+05    0.33524E+00
  5399    0.62455E-01    0.16909E-02   -0.75268E-03    0.20853E+05    0.33530E+00
  5400    0.62277E-01    0.16880E-02   -0.75376E-03    0.20847E+05    0.33537E+00
  5401    0.62099E-01    0.16851E-02   -0.75493E-03    0.20841E+05    0.33543E+00
  5402    0.61923E-01    0.16823E-02   -0.75625E-03    0.20834E+05    0.33549E+00
  5403    0.61748E-01    0.16794E-02   -0.75772E-03    0.20828E+05    0.33555E+00
  5404    0.61575E-01    0.16764E-02   -0.75927E-03    0.20822E+05    0.33561E+00
  5405    0.61402E-01    0.16735E-02   -0.76090E-03    0.20816E+05    0.33566E+00
  5406    0.61233E-01    0.16705E-02   -0.76260E-03    0.20810E+05    0.33572E+00
  5407    0.61063E-01    0.16676E-02   -0.76453E-03    0.20803E+05    0.33577E+00
  5408    0.60894E-01    0.16646E-02   -0.76654E-03    0.20797E+05    0.33582E+00
  5409    0.60729E-01    0.16617E-02   -0.76871E-03    0.20791E+05    0.33587E+00
  5410    0.60563E-01    0.16587E-02   -0.77080E-03    0.20785E+05    0.33592E+00
  5411    0.60398E-01    0.16557E-02   -0.77312E-03    0.20778E+05    0.33596E+00
  5412    0.60235E-01    0.16527E-02   -0.77545E-03    0.20772E+05    0.33601E+00
  5413    0.60073E-01    0.16497E-02   -0.77792E-03    0.20766E+05    0.33605E+00
  5414    0.59914E-01    0.16466E-02   -0.78048E-03    0.20760E+05    0.33609E+00
  5415    0.59755E-01    0.16436E-02   -0.78311E-03    0.20754E+05    0.33613E+00
  5416    0.59597E-01    0.16405E-02   -0.78590E-03    0.20748E+05    0.33617E+00
  5417    0.59441E-01    0.16374E-02   -0.78869E-03    0.20741E+05    0.33620E+00
  5418    0.59286E-01    0.16344E-02   -0.79156E-03    0.20735E+05    0.33624E+00
  5419    0.59133E-01    0.16313E-02   -0.79451E-03    0.20729E+05    0.33627E+00
  5420    0.58980E-01    0.16282E-02   -0.79753E-03    0.20723E+05    0.33630E+00
  5421    0.58829E-01    0.16250E-02   -0.80063E-03    0.20717E+05    0.33633E+00
  5422    0.58680E-01    0.16219E-02   -0.80382E-03    0.20710E+05    0.33636E+00
  5423    0.58531E-01    0.16188E-02   -0.80700E-03    0.20704E+05    0.33638E+00
  5424    0.58384E-01    0.16155E-02   -0.81034E-03    0.20698E+05    0.33641E+00
  5425    0.58237E-01    0.16124E-02   -0.81368E-03    0.20692E+05    0.33643E+00
  5426    0.58093E-01    0.16092E-02   -0.81710E-03    0.20686E+05    0.33645E+00
  5427    0.57949E-01    0.16059E-02   -0.82053E-03    0.20680E+05    0.33647E+00
  5428    0.57806E-01    0.16026E-02   -0.82395E-03    0.20673E+05    0.33649E+00
  5429    0.57665E-01    0.15994E-02   -0.82753E-03    0.20667E+05    0.33650E+00
  5430    0.57525E-01    0.15961E-02   -0.83112E-03    0.20661E+05    0.33652E+00
  5431    0.57386E-01    0.15928E-02   -0.83471E-03    0.20655E+05    0.33653E+00
  5432    0.57250E-01    0.15894E-02   -0.83837E-03    0.20649E+05    0.33654E+00
  5433    0.57114E-01    0.15861E-02   -0.84204E-03    0.20643E+05    0.33655E+00
  5434    0.56979E-01    0.15827E-02   -0.84587E-03    0.20637E+05    0.33656E+00
  5435    0.56846E-01    0.15793E-02   -0.84962E-03    0.20630E+05    0.33656E+00
  5436    0.56713E-01    0.15759E-02   -0.85345E-03    0.20624E+05    0.33657E+00
  5437    0.56582E-01    0.15724E-02   -0.85728E-03    0.20618E+05    0.33657E+00
  5438    0.56452E-01    0.15690E-02   -0.86105E-03    0.20612E+05    0.33657E+00
  5439    0.56324E-01    0.15655E-02   -0.86496E-03    0.20606E+05    0.33657E+00
  5440    0.56196E-01    0.15621E-02   -0.86881E-03    0.20600E+05    0.33657E+00
  5441    0.56070E-01    0.15586E-02   -0.87273E-03    0.20594E+05    0.33657E+00
  5442    0.55945E-01    0.15551E-02   -0.87659E-03    0.20588E+05    0.33657E+00
  5443    0.55822E-01    0.15515E-02   -0.88052E-03    0.20581E+05    0.33656E+00
  5444    0.55697E-01    0.15480E-02   -0.88453E-03    0.20575E+05    0.33655E+00
  5445    0.55576E-01    0.15444E-02   -0.88839E-03    0.20569E+05    0.33654E+00
  5446    0.55456E-01    0.15408E-02   -0.89233E-03    0.20563E+05    0.33653E+00
  5447    0.55337E-01    0.15371E-02   -0.89621E-03    0.20557E+05    0.33652E+00
  5448    0.55218E-01    0.15335E-02   -0.90008E-03    0.20551E+05    0.33651E+00
  5449    0.55101E-01    0.15298E-02   -0.90396E-03    0.20545E+05    0.33649E+00
  5450    0.54985E-01    0.15261E-02   -0.90784E-03    0.20539E+05    0.33647E+00
  5451    0.54871E-01    0.15224E-02   -0.91180E-03    0.20533E+05    0.33645E+00
  5452    0.54757E-01    0.15187E-02   -0.91570E-03    0.20527E+05    0.33643E+00
  5453    0.54643E-01    0.15149E-02   -0.91952E-03    0.20521E+05    0.33641E+00
  5454    0.54532E-01    0.15111E-02   -0.92341E-03    0.20514E+05    0.33639E+00
  5455    0.54421E-01    0.15073E-02   -0.92724E-03    0.20508E+05    0.33636E+00
  5456    0.54312E-01    0.15035E-02   -0.93100E-03    0.20502E+05    0.33634E+00
  5457    0.54204E-01    0.14998E-02   -0.93483E-03    0.20496E+05    0.33631E+00
  5458    0.54096E-01    0.14959E-02   -0.93845E-03    0.20490E+05    0.33628E+00
  5459    0.53990E-01    0.14919E-02   -0.94221E-03    0.20484E+05    0.33625E+00
  5460    0.53884E-01    0.14881E-02   -0.94591E-03    0.20478E+05    0.33622E+00
  5461    0.53780E-01    0.14842E-02   -0.94954E-03    0.20472E+05    0.33618E+00
  5462    0.53677E-01    0.14803E-02   -0.95317E-03    0.20466E+05    0.33615E+00
  5463    0.53575E-01    0.14763E-02   -0.95673E-03    0.20460E+05    0.33611E+00
  5464    0.53474E-01    0.14724E-02   -0.96021E-03    0.20454E+05    0.33607E+00
  5465    0.53374E-01    0.14683E-02   -0.96371E-03    0.20448E+05    0.33603E+00
  5466    0.53274E-01    0.14643E-02   -0.96720E-03    0.20442E+05    0.33599E+00
  5467    0.53177E-01    0.14603E-02   -0.97063E-03    0.20436E+05    0.33595E+00
  5468    0.53078E-01    0.14563E-02   -0.97391E-03    0.20430E+05    0.33591E+00
  5469    0.52982E-01    0.14522E-02   -0.97726E-03    0.20424E+05    0.33586E+00
  5470    0.52887E-01    0.14481E-02   -0.98048E-03    0.20418E+05    0.33581E+00
  5471    0.52791E-01    0.14440E-02   -0.98369E-03    0.20411E+05    0.33576E+00
  5472    0.52698E-01    0.14399E-02   -0.98676E-03    0.20405E+05    0.33571E+00
  5473    0.52605E-01    0.14358E-02   -0.98991E-03    0.20399E+05    0.33566E+00
  5474    0.52513E-01    0.14317E-02   -0.99292E-03    0.20393E+05    0.33561E+00
  5475    0.52423E-01    0.14274E-02   -0.99592E-03    0.20387E+05    0.33555E+00
  5476    0.52333E-01    0.14232E-02   -0.99871E-03    0.20381E+05    0.33550E+00
  5477    0.52243E-01    0.14191E-02   -0.10016E-02    0.20375E+05    0.33544E+00
  5478    0.52155E-01    0.14149E-02   -0.10043E-02    0.20369E+05    0.33538E+00
  5479    0.52066E-01    0.14106E-02   -0.10070E-02    0.20363E+05    0.33532E+00
  5480    0.51979E-01    0.14064E-02   -0.10096E-02    0.20357E+05    0.33526E+00
  5481    0.51894E-01    0.14020E-02   -0.10123E-02    0.20351E+05    0.33520E+00
  5482    0.51809E-01    0.13977E-02   -0.10147E-02    0.20345E+05    0.33513E+00
  5483    0.51724E-01    0.13935E-02   -0.10171E-02    0.20339E+05    0.33507E+00
  5484    0.51641E-01    0.13891E-02   -0.10194E-02    0.20333E+05    0.33500E+00
  5485    0.51557E-01    0.13848E-02   -0.10217E-02    0.20327E+05    0.33493E+00
  5486    0.51475E-01    0.13805E-02   -0.10239E-02    0.20321E+05    0.33486E+00
  5487    0.51394E-01    0.13760E-02   -0.10260E-02    0.20315E+05    0.33479E+00
  5488    0.51313E-01    0.13717E-02   -0.10281E-02    0.20309E+05    0.33471E+00
  5489    0.51234E-01    0.13673E-02   -0.10299E-02    0.20303E+05    0.33464E+00
  5490    0.51154E-01    0.13630E-02   -0.10319E-02    0.20297E+05    0.33456E+00
  5491    0.51076E-01    0.13586E-02   -0.10336E-02    0.20291E+05    0.33449E+00
  5492    0.50998E-01    0.13541E-02   -0.10353E-02    0.20285E+05    0.33441E+00
  5493    0.50921E-01    0.13498E-02   -0.10369E-02    0.20279E+05    0.33433E+00
  5494    0.50844E-01    0.13454E-02   -0.10384E-02    0.20274E+05    0.33425E+00
  5495    0.50768E-01    0.13409E-02   -0.10398E-02    0.20268E+05    0.33416E+00
  5496    0.50692E-01    0.13365E-02   -0.10411E-02    0.20262E+05    0.33408E+00
  5497    0.50618E-01    0.13320E-02   -0.10424E-02    0.20256E+05    0.33399E+00
  5498    0.50544E-01    0.13275E-02   -0.10436E-02    0.20250E+05    0.33390E+00
  5499    0.50470E-01    0.13230E-02   -0.10447E-02    0.20244E+05    0.33382E+00
  5500    0.50397E-01    0.13184E-02   -0.10456E-02    0.20238E+05    0.33373E+00
  5501    0.50326E-01    0.13139E-02   -0.10466E-02    0.20232E+05    0.33363E+00
  5502    0.50254E-01    0.13094E-02   -0.10473E-02    0.20226E+05    0.33354E+00
  5503    0.50184E-01    0.13049E-02   -0.10480E-02    0.20220E+05    0.33345E+00
  5504    0.50113E-01    0.13003E-02   -0.10487E-02    0.20214E+05    0.33335E+00
  5505    0.50042E-01    0.12958E-02   -0.10492E-02    0.20208E+05    0.33326E+00
  5506    0.49973E-01    0.12912E-02   -0.10496E-02    0.20202E+05    0.33316E+00
  5507    0.49904E-01    0.12867E-02   -0.10500E-02    0.20196E+05    0.33306E+00
  5508    0.49836E-01    0.12822E-02   -0.10502E-02    0.20190E+05    0.33296E+00
  5509    0.49768E-01    0.12777E-02   -0.10503E-02    0.20184E+05    0.33285E+00
  5510    0.49701E-01    0.12731E-02   -0.10503E-02    0.20178E+05    0.33275E+00
  5511    0.49634E-01    0.12685E-02   -0.10503E-02    0.20173E+05    0.33265E+00
  5512    0.49567E-01    0.12639E-02   -0.10502E-02    0.20167E+05    0.33254E+00
  5513    0.49501E-01    0.12593E-02   -0.10499E-02    0.20161E+05    0.33243E+00
  5514    0.49435E-01    0.12549E-02   -0.10496E-02    0.20155E+05    0.33232E+00
  5515    0.49369E-01    0.12503E-02   -0.10491E-02    0.20149E+05    0.33221E+00
  5516    0.49304E-01    0.12457E-02   -0.10486E-02    0.20143E+05    0.33210E+00
  5517    0.49239E-01    0.12410E-02   -0.10479E-02    0.20137E+05    0.33199E+00
  5518    0.49175E-01    0.12364E-02   -0.10472E-02    0.20131E+05    0.33187E+00
  5519    0.49113E-01    0.12318E-02   -0.10464E-02    0.20125E+05    0.33176E+00
  5520    0.49049E-01    0.12272E-02   -0.10454E-02    0.20119E+05    0.33164E+00
  5521    0.48987E-01    0.12226E-02   -0.10444E-02    0.20113E+05    0.33152E+00
  5522    0.48924E-01    0.12181E-02   -0.10433E-02    0.20108E+05    0.33140E+00
  5523    0.48861E-01    0.12135E-02   -0.10421E-02    0.20102E+05    0.33128E+00
  5524    0.48800E-01    0.12090E-02   -0.10407E-02    0.20096E+05    0.33116E+00
  5525    0.48739E-01    0.12043E-02   -0.10393E-02    0.20090E+05    0.33104E+00
  5526    0.48677E-01    0.11998E-02   -0.10378E-02    0.20084E+05    0.33091E+00
  5527    0.48618E-01    0.11952E-02   -0.10362E-02    0.20078E+05    0.33079E+00
  5528    0.48556E-01    0.11905E-02   -0.10344E-02    0.20072E+05    0.33066E+00
  5529    0.48497E-01    0.11860E-02   -0.10327E-02    0.20066E+05    0.33053E+00
  5530    0.48436E-01    0.11814E-02   -0.10308E-02    0.20061E+05    0.33040E+00
  5531    0.48377E-01    0.11769E-02   -0.10288E-02    0.20055E+05    0.33027E+00
  5532    0.48317E-01    0.11724E-02   -0.10267E-02    0.20049E+05    0.33014E+00
  5533    0.48257E-01    0.11678E-02   -0.10245E-02    0.20043E+05    0.33001E+00
  5534    0.48198E-01    0.11633E-02   -0.10222E-02    0.20037E+05    0.32987E+00
  5535    0.48140E-01    0.11587E-02   -0.10199E-02    0.20031E+05    0.32973E+00
  5536    0.48081E-01    0.11541E-02   -0.10173E-02    0.20025E+05    0.32960E+00
  5537    0.48023E-01    0.11496E-02   -0.10148E-02    0.20020E+05    0.32946E+00
  5538    0.47964E-01    0.11451E-02   -0.10122E-02    0.20014E+05    0.32932E+00
  5539    0.47907E-01    0.11406E-02   -0.10095E-02    0.20008E+05    0.32918E+00
  5540    0.47849E-01    0.11362E-02   -0.10066E-02    0.20002E+05    0.32903E+00
  5541    0.47792E-01    0.11316E-02   -0.10037E-02    0.19996E+05    0.32889E+00
  5542    0.47733E-01    0.11273E-02   -0.10007E-02    0.19990E+05    0.32875E+00
  5543    0.47677E-01    0.11227E-02   -0.99765E-03    0.19984E+05    0.32860E+00
  5544    0.47620E-01    0.11183E-02   -0.99449E-03    0.19979E+05    0.32845E+00
  5545    0.47563E-01    0.11139E-02   -0.99125E-03    0.19973E+05    0.32830E+00
  5546    0.47506E-01    0.11094E-02   -0.98787E-03    0.19967E+05    0.32815E+00
  5547    0.47450E-01    0.11050E-02   -0.98442E-03    0.19961E+05    0.32800E+00
  5548    0.47392E-01    0.11006E-02   -0.98090E-03    0.19955E+05    0.32785E+00
  5549    0.47337E-01    0.10963E-02   -0.97730E-03    0.19950E+05    0.32770E+00
  5550    0.47280E-01    0.10919E-02   -0.97364E-03    0.19944E+05    0.32754E+00
  5551    0.47225E-01    0.10874E-02   -0.96990E-03    0.19938E+05    0.32739E+00
  5552    0.47168E-01    0.10832E-02   -0.96602E-03    0.19932E+05    0.32723E+00
  5553    0.47113E-01    0.10788E-02   -0.96214E-03    0.19926E+05    0.32707E+00
  5554    0.47057E-01    0.10744E-02   -0.95811E-03    0.19921E+05    0.32691E+00
  5555    0.47001E-01    0.10702E-02   -0.95402E-03    0.19915E+05    0.32675E+00
  5556    0.46946E-01    0.10659E-02   -0.94985E-03    0.19909E+05    0.32659E+00
  5557    0.46890E-01    0.10616E-02   -0.94568E-03    0.19903E+05    0.32643E+00
  5558    0.46835E-01    0.10573E-02   -0.94137E-03    0.19897E+05    0.32626E+00
  5559    0.46778E-01    0.10530E-02   -0.93706E-03    0.19892E+05    0.32610E+00
  5560    0.46723E-01    0.10488E-02   -0.93260E-03    0.19886E+05    0.32593E+00
  5561    0.46667E-01    0.10446E-02   -0.92808E-03    0.19880E+05    0.32576E+00
  5562    0.46612E-01    0.10404E-02   -0.92348E-03    0.19874E+05    0.32559E+00
  5563    0.46557E-01    0.10363E-02   -0.91881E-03    0.19868E+05    0.32542E+00
  5564    0.46502E-01    0.10321E-02   -0.91422E-03    0.19863E+05    0.32525E+00
  5565    0.46446E-01    0.10279E-02   -0.90948E-03    0.19857E+05    0.32508E+00
  5566    0.46392E-01    0.10238E-02   -0.90459E-03    0.19851E+05    0.32491E+00
  5567    0.46336E-01    0.10197E-02   -0.89971E-03    0.19845E+05    0.32473E+00
  5568    0.46281E-01    0.10156E-02   -0.89468E-03    0.19840E+05    0.32456E+00
  5569    0.46226E-01    0.10115E-02   -0.88973E-03    0.19834E+05    0.32438E+00
  5570    0.46170E-01    0.10075E-02   -0.88464E-03    0.19828E+05    0.32420E+00
  5571    0.46115E-01    0.10034E-02   -0.87954E-03    0.19822E+05    0.32402E+00
  5572    0.46060E-01    0.99934E-03   -0.87437E-03    0.19817E+05    0.32384E+00
  5573    0.46004E-01    0.99542E-03   -0.86906E-03    0.19811E+05    0.32366E+00
  5574    0.45948E-01    0.99136E-03   -0.86375E-03    0.19805E+05    0.32348E+00
  5575    0.45893E-01    0.98752E-03   -0.85845E-03    0.19799E+05    0.32329E+00
  5576    0.45838E-01    0.98352E-03   -0.85307E-03    0.19794E+05    0.32311E+00
  5577    0.45782E-01    0.97968E-03   -0.84754E-03    0.19788E+05    0.32292E+00
  5578    0.45727E-01    0.97577E-03   -0.84210E-03    0.19782E+05    0.32274E+00
  5579    0.45671E-01    0.97192E-03   -0.83658E-03    0.19776E+05    0.32255E+00
  5580    0.45615E-01    0.96808E-03   -0.83098E-03    0.19771E+05    0.32236E+00
  5581    0.45561E-01    0.96431E-03   -0.82540E-03    0.19765E+05    0.32217E+00
  5582    0.45504E-01    0.96047E-03   -0.81966E-03    0.19759E+05    0.32198E+00
  5583    0.45449E-01    0.95670E-03   -0.81400E-03    0.19753E+05    0.32178E+00
  5584    0.45393E-01    0.95293E-03   -0.80827E-03    0.19748E+05    0.32159E+00
  5585    0.45337E-01    0.94923E-03   -0.80247E-03    0.19742E+05    0.32140E+00
  5586    0.45281E-01    0.94554E-03   -0.79667E-03    0.19736E+05    0.32120E+00
  5587    0.45224E-01    0.94184E-03   -0.79080E-03    0.19731E+05    0.32100E+00
  5588    0.45168E-01    0.93814E-03   -0.78493E-03    0.19725E+05    0.32080E+00
  5589    0.45112E-01    0.93452E-03   -0.77899E-03    0.19719E+05    0.32060E+00
  5590    0.45056E-01    0.93097E-03   -0.77306E-03    0.19713E+05    0.32040E+00
  5591    0.44999E-01    0.92727E-03   -0.76705E-03    0.19708E+05    0.32020E+00
  5592    0.44942E-01    0.92372E-03   -0.76104E-03    0.19702E+05    0.32000E+00
  5593    0.44886E-01    0.92025E-03   -0.75504E-03    0.19696E+05    0.31980E+00
  5594    0.44829E-01    0.91670E-03   -0.74888E-03    0.19691E+05    0.31959E+00
  5595    0.44773E-01    0.91322E-03   -0.74288E-03    0.19685E+05    0.31939E+00
  5596    0.44716E-01    0.90982E-03   -0.73674E-03    0.19679E+05    0.31918E+00
  5597    0.44659E-01    0.90635E-03   -0.73059E-03    0.19673E+05    0.31897E+00
  5598    0.44602E-01    0.90295E-03   -0.72445E-03    0.19668E+05    0.31876E+00
  5599    0.44545E-01    0.89954E-03   -0.71831E-03    0.19662E+05    0.31855E+00
  5600    0.44488E-01    0.89622E-03   -0.71210E-03    0.19656E+05    0.31834E+00
  5601    0.44431E-01    0.89289E-03   -0.70589E-03    0.19651E+05    0.31813E+00
  5602    0.44373E-01    0.88956E-03   -0.69976E-03    0.19645E+05    0.31792E+00
  5603    0.44316E-01    0.88623E-03   -0.69356E-03    0.19639E+05    0.31770E+00
  5604    0.44257E-01    0.88305E-03   -0.68728E-03    0.19634E+05    0.31749E+00
  5605    0.44200E-01    0.87972E-03   -0.68101E-03    0.19628E+05    0.31727E+00
  5606    0.44142E-01    0.87654E-03   -0.67481E-03    0.19622E+05    0.31706E+00
  5607    0.44083E-01    0.87343E-03   -0.66854E-03    0.19617E+05    0.31684E+00
  5608    0.44025E-01    0.87018E-03   -0.66228E-03    0.19611E+05    0.31662E+00
  5609    0.43968E-01    0.86707E-03   -0.65609E-03    0.19605E+05    0.31640E+00
  5610    0.43909E-01    0.86396E-03   -0.64983E-03    0.19600E+05    0.31618E+00
  5611    0.43851E-01    0.86093E-03   -0.64349E-03    0.19594E+05    0.31596E+00
  5612    0.43792E-01    0.85782E-03   -0.63723E-03    0.19588E+05    0.31573E+00
  5613    0.43734E-01    0.85479E-03   -0.63098E-03    0.19583E+05    0.31551E+00
  5614    0.43675E-01    0.85183E-03   -0.62472E-03    0.19577E+05    0.31528E+00
  5615    0.43617E-01    0.84887E-03   -0.61847E-03    0.19572E+05    0.31506E+00
  5616    0.43558E-01    0.84593E-03   -0.61223E-03    0.19566E+05    0.31483E+00
  5617    0.43499E-01    0.84294E-03   -0.60600E-03    0.19560E+05    0.31460E+00
  5618    0.43440E-01    0.84003E-03   -0.59977E-03    0.19555E+05    0.31437E+00
  5619    0.43380E-01    0.83720E-03   -0.59354E-03    0.19549E+05    0.31414E+00
  5620    0.43322E-01    0.83429E-03   -0.58731E-03    0.19543E+05    0.31391E+00
  5621    0.43261E-01    0.83145E-03   -0.58109E-03    0.19538E+05    0.31368E+00
  5622    0.43202E-01    0.82869E-03   -0.57494E-03    0.19532E+05    0.31345E+00
  5623    0.43143E-01    0.82593E-03   -0.56872E-03    0.19526E+05    0.31321E+00
  5624    0.43082E-01    0.82316E-03   -0.56258E-03    0.19521E+05    0.31298E+00
  5625    0.43022E-01    0.82046E-03   -0.55643E-03    0.19515E+05    0.31274E+00
  5626    0.42963E-01    0.81768E-03   -0.55029E-03    0.19510E+05    0.31250E+00
  5627    0.42902E-01    0.81498E-03   -0.54415E-03    0.19504E+05    0.31227E+00
  5628    0.42842E-01    0.81235E-03   -0.53809E-03    0.19498E+05    0.31203E+00
  5629    0.42782E-01    0.80979E-03   -0.53202E-03    0.19493E+05    0.31179E+00
  5630    0.42722E-01    0.80716E-03   -0.52596E-03    0.19487E+05    0.31155E+00
  5631    0.42661E-01    0.80461E-03   -0.51997E-03    0.19482E+05    0.31131E+00
  5632    0.42601E-01    0.80199E-03   -0.51391E-03    0.19476E+05    0.31106E+00
  5633    0.42540E-01    0.79951E-03   -0.50794E-03    0.19470E+05    0.31082E+00
  5634    0.42479E-01    0.79697E-03   -0.50203E-03    0.19465E+05    0.31058E+00
  5635    0.42417E-01    0.79451E-03   -0.49614E-03    0.19459E+05    0.31033E+00
  5636    0.42357E-01    0.79204E-03   -0.49024E-03    0.19454E+05    0.31008E+00
  5637    0.42295E-01    0.78972E-03   -0.48434E-03    0.19448E+05    0.30984E+00
  5638    0.42234E-01    0.78726E-03   -0.47853E-03    0.19442E+05    0.30959E+00
  5639    0.42173E-01    0.78494E-03   -0.47271E-03    0.19437E+05    0.30934E+00
  5640    0.42111E-01    0.78254E-03   -0.46696E-03    0.19431E+05    0.30909E+00
  5641    0.42050E-01    0.78022E-03   -0.46122E-03    0.19426E+05    0.30884E+00
  5642    0.41989E-01    0.77789E-03   -0.45548E-03    0.19420E+05    0.30859E+00
  5643    0.41926E-01    0.77563E-03   -0.44980E-03    0.19415E+05    0.30833E+00
  5644    0.41865E-01    0.77338E-03   -0.44420E-03    0.19409E+05    0.30808E+00
  5645    0.41803E-01    0.77105E-03   -0.43859E-03    0.19403E+05    0.30783E+00
  5646    0.41741E-01    0.76886E-03   -0.43302E-03    0.19398E+05    0.30757E+00
  5647    0.41679E-01    0.76667E-03   -0.42750E-03    0.19392E+05    0.30732E+00
  5648    0.41617E-01    0.76448E-03   -0.42201E-03    0.19387E+05    0.30706E+00
  5649    0.41556E-01    0.76228E-03   -0.41655E-03    0.19381E+05    0.30680E+00
  5650    0.41493E-01    0.76016E-03   -0.41115E-03    0.19376E+05    0.30654E+00
  5651    0.41431E-01    0.75797E-03   -0.40578E-03    0.19370E+05    0.30628E+00
  5652    0.41368E-01    0.75593E-03   -0.40045E-03    0.19365E+05    0.30602E+00
  5653    0.41306E-01    0.75381E-03   -0.39516E-03    0.19359E+05    0.30576E+00
  5654    0.41244E-01    0.75171E-03   -0.38992E-03    0.19353E+05    0.30550E+00
  5655    0.41182E-01    0.74967E-03   -0.38472E-03    0.19348E+05    0.30523E+00
  5656    0.41119E-01    0.74779E-03   -0.37957E-03    0.19342E+05    0.30497E+00
  5657    0.41056E-01    0.74575E-03   -0.37446E-03    0.19337E+05    0.30471E+00
  5658    0.40993E-01    0.74372E-03   -0.36940E-03    0.19331E+05    0.30444E+00
  5659    0.40931E-01    0.74184E-03   -0.36437E-03    0.19326E+05    0.30417E+00
  5660    0.40868E-01    0.73987E-03   -0.35940E-03    0.19320E+05    0.30391E+00
  5661    0.40805E-01    0.73798E-03   -0.35447E-03    0.19315E+05    0.30364E+00
  5662    0.40743E-01    0.73610E-03   -0.34960E-03    0.19309E+05    0.30337E+00
  5663    0.40679E-01    0.73421E-03   -0.34476E-03    0.19304E+05    0.30310E+00
  5664    0.40616E-01    0.73232E-03   -0.33997E-03    0.19298E+05    0.30283E+00
  5665    0.40553E-01    0.73050E-03   -0.33523E-03    0.19293E+05    0.30256E+00
  5666    0.40490E-01    0.72868E-03   -0.33054E-03    0.19287E+05    0.30228E+00
  5667    0.40427E-01    0.72679E-03   -0.32590E-03    0.19282E+05    0.30201E+00
  5668    0.40364E-01    0.72504E-03   -0.32131E-03    0.19276E+05    0.30174E+00
  5669    0.40301E-01    0.72323E-03   -0.31676E-03    0.19271E+05    0.30146E+00
  5670    0.40238E-01    0.72156E-03   -0.31226E-03    0.19265E+05    0.30119E+00
  5671    0.40175E-01    0.71973E-03   -0.30783E-03    0.19260E+05    0.30091E+00
  5672    0.40111E-01    0.71806E-03   -0.30343E-03    0.19254E+05    0.30063E+00
