#    L    TT             EE             BB             TE             PP             TP             EP          
  4102    0.15557E+01    0.58255E-01    0.00000E+00   -0.44346E-01    0.69530E-09    0.43001E-07   -0.29383E-08
  4103    0.15496E+01    0.58261E-01    0.00000E+00   -0.44394E-01    0.69503E-09    0.43116E-07   -0.29290E-08
  4104    0.15436E+01    0.58267E-01    0.00000E+00   -0.44451E-01    0.69476E-09    0.43236E-07   -0.29192E-08
  4105    0.15376E+01    0.58272E-01    0.00000E+00   -0.44518E-01    0.69448E-09    0.43362E-07   -0.29089E-08
  4106    0.15316E+01    0.58276E-01    0.00000E+00   -0.44595E-01    0.69421E-09    0.43492E-07   -0.28981E-08
  4107    0.15258E+01    0.58280E-01    0.00000E+00   -0.44683E-01    0.69394E-09    0.43627E-07   -0.28869E-08
  4108    0.15199E+01    0.58283E-01    0.00000E+00   -0.44779E-01    0.69367E-09    0.43766E-07   -0.28751E-08
  4109    0.15141E+01    0.58284E-01    0.00000E+00   -0.44884E-01    0.69340E-09    0.43908E-07   -0.28629E-08
  4110    0.15084E+01    0.58285E-01    0.00000E+00   -0.44999E-01    0.69313E-09    0.44055E-07   -0.28503E-08
  4111    0.15027E+01    0.58286E-01    0.00000E+00   -0.45121E-01    0.69286E-09    0.44205E-07   -0.28371E-08
  4112    0.14971E+01    0.58285E-01    0.00000E+00   -0.45252E-01    0.69259E-09    0.44358E-07   -0.28235E-08
  4113    0.14915E+01    0.58282E-01    0.00000E+00   -0.45393E-01    0.69232E-09    0.44515E-07   -0.28095E-08
  4114    0.14859E+01    0.58279E-01    0.00000E+00   -0.45540E-01    0.69205E-09    0.44674E-07   -0.27950E-08
  4115    0.14805E+01    0.58274E-01    0.00000E+00   -0.45697E-01    0.69178E-09    0.44835E-07   -0.27801E-08
  4116    0.14750E+01    0.58269E-01    0.00000E+00   -0.45861E-01    0.69151E-09    0.44998E-07   -0.27647E-08
  4117    0.14696E+01    0.58262E-01    0.00000E+00   -0.46032E-01    0.69124E-09    0.45164E-07   -0.27490E-08
  4118    0.14644E+01    0.58254E-01    0.00000E+00   -0.46212E-01    0.69097E-09    0.45331E-07   -0.27327E-08
  4119    0.14590E+01    0.58244E-01    0.00000E+00   -0.46399E-01    0.69070E-09    0.45499E-07   -0.27161E-08
  4120    0.14538E+01    0.58233E-01    0.00000E+00   -0.46593E-01    0.69043E-09    0.45668E-07   -0.26990E-08
  4121    0.14487E+01    0.58221E-01    0.00000E+00   -0.46793E-01    0.69016E-09    0.45839E-07   -0.26815E-08
  4122    0.14435E+01    0.58207E-01    0.00000E+00   -0.47000E-01    0.68990E-09    0.46009E-07   -0.26637E-08
  4123    0.14384E+01    0.58191E-01    0.00000E+00   -0.47214E-01    0.68963E-09    0.46180E-07   -0.26454E-08
  4124    0.14334E+01    0.58174E-01    0.00000E+00   -0.47435E-01    0.68936E-09    0.46352E-07   -0.26267E-08
  4125    0.14284E+01    0.58155E-01    0.00000E+00   -0.47660E-01    0.68909E-09    0.46523E-07   -0.26076E-08
  4126    0.14234E+01    0.58135E-01    0.00000E+00   -0.47893E-01    0.68882E-09    0.46693E-07   -0.25881E-08
  4127    0.14186E+01    0.58113E-01    0.00000E+00   -0.48130E-01    0.68855E-09    0.46863E-07   -0.25683E-08
  4128    0.14138E+01    0.58090E-01    0.00000E+00   -0.48374E-01    0.68829E-09    0.47032E-07   -0.25480E-08
  4129    0.14089E+01    0.58064E-01    0.00000E+00   -0.48622E-01    0.68802E-09    0.47199E-07   -0.25274E-08
  4130    0.14042E+01    0.58037E-01    0.00000E+00   -0.48876E-01    0.68775E-09    0.47365E-07   -0.25065E-08
  4131    0.13995E+01    0.58008E-01    0.00000E+00   -0.49135E-01    0.68749E-09    0.47529E-07   -0.24851E-08
  4132    0.13949E+01    0.57977E-01    0.00000E+00   -0.49397E-01    0.68722E-09    0.47692E-07   -0.24634E-08
  4133    0.13903E+01    0.57944E-01    0.00000E+00   -0.49666E-01    0.68695E-09    0.47851E-07   -0.24413E-08
  4134    0.13858E+01    0.57909E-01    0.00000E+00   -0.49938E-01    0.68669E-09    0.48009E-07   -0.24189E-08
  4135    0.13813E+01    0.57873E-01    0.00000E+00   -0.50214E-01    0.68642E-09    0.48163E-07   -0.23962E-08
  4136    0.13769E+01    0.57835E-01    0.00000E+00   -0.50493E-01    0.68615E-09    0.48315E-07   -0.23731E-08
  4137    0.13726E+01    0.57794E-01    0.00000E+00   -0.50777E-01    0.68589E-09    0.48463E-07   -0.23496E-08
  4138    0.13682E+01    0.57752E-01    0.00000E+00   -0.51065E-01    0.68562E-09    0.48607E-07   -0.23258E-08
  4139    0.13640E+01    0.57707E-01    0.00000E+00   -0.51355E-01    0.68535E-09    0.48747E-07   -0.23017E-08
  4140    0.13597E+01    0.57661E-01    0.00000E+00   -0.51649E-01    0.68509E-09    0.48884E-07   -0.22773E-08
  4141    0.13555E+01    0.57612E-01    0.00000E+00   -0.51945E-01    0.68482E-09    0.49016E-07   -0.22526E-08
  4142    0.13515E+01    0.57562E-01    0.00000E+00   -0.52245E-01    0.68456E-09    0.49143E-07   -0.22275E-08
  4143    0.13474E+01    0.57509E-01    0.00000E+00   -0.52547E-01    0.68429E-09    0.49265E-07   -0.22021E-08
  4144    0.13433E+01    0.57453E-01    0.00000E+00   -0.52851E-01    0.68403E-09    0.49383E-07   -0.21765E-08
  4145    0.13394E+01    0.57397E-01    0.00000E+00   -0.53157E-01    0.68376E-09    0.49494E-07   -0.21505E-08
  4146    0.13355E+01    0.57337E-01    0.00000E+00   -0.53465E-01    0.68350E-09    0.49600E-07   -0.21242E-08
  4147    0.13316E+01    0.57276E-01    0.00000E+00   -0.53775E-01    0.68323E-09    0.49700E-07   -0.20977E-08
  4148    0.13278E+01    0.57211E-01    0.00000E+00   -0.54086E-01    0.68297E-09    0.49794E-07   -0.20708E-08
  4149    0.13240E+01    0.57146E-01    0.00000E+00   -0.54399E-01    0.68271E-09    0.49882E-07   -0.20437E-08
  4150    0.13203E+01    0.57077E-01    0.00000E+00   -0.54712E-01    0.68244E-09    0.49962E-07   -0.20163E-08
  4151    0.13166E+01    0.57007E-01    0.00000E+00   -0.55027E-01    0.68218E-09    0.50036E-07   -0.19887E-08
  4152    0.13130E+01    0.56934E-01    0.00000E+00   -0.55342E-01    0.68192E-09    0.50103E-07   -0.19607E-08
  4153    0.13094E+01    0.56859E-01    0.00000E+00   -0.55658E-01    0.68165E-09    0.50163E-07   -0.19325E-08
  4154    0.13058E+01    0.56781E-01    0.00000E+00   -0.55975E-01    0.68139E-09    0.50216E-07   -0.19041E-08
  4155    0.13024E+01    0.56702E-01    0.00000E+00   -0.56291E-01    0.68113E-09    0.50264E-07   -0.18754E-08
  4156    0.12989E+01    0.56619E-01    0.00000E+00   -0.56607E-01    0.68086E-09    0.50305E-07   -0.18465E-08
  4157    0.12954E+01    0.56536E-01    0.00000E+00   -0.56923E-01    0.68060E-09    0.50341E-07   -0.18174E-08
  4158    0.12921E+01    0.56449E-01    0.00000E+00   -0.57240E-01    0.68034E-09    0.50371E-07   -0.17880E-08
  4159    0.12887E+01    0.56360E-01    0.00000E+00   -0.57556E-01    0.68007E-09    0.50395E-07   -0.17585E-08
  4160    0.12855E+01    0.56270E-01    0.00000E+00   -0.57870E-01    0.67981E-09    0.50414E-07   -0.17287E-08
  4161    0.12822E+01    0.56177E-01    0.00000E+00   -0.58184E-01    0.67955E-09    0.50428E-07   -0.16987E-08
  4162    0.12790E+01    0.56081E-01    0.00000E+00   -0.58497E-01    0.67929E-09    0.50437E-07   -0.16686E-08
  4163    0.12758E+01    0.55983E-01    0.00000E+00   -0.58808E-01    0.67903E-09    0.50441E-07   -0.16382E-08
  4164    0.12727E+01    0.55882E-01    0.00000E+00   -0.59118E-01    0.67876E-09    0.50441E-07   -0.16077E-08
  4165    0.12697E+01    0.55781E-01    0.00000E+00   -0.59427E-01    0.67850E-09    0.50437E-07   -0.15771E-08
  4166    0.12667E+01    0.55676E-01    0.00000E+00   -0.59733E-01    0.67824E-09    0.50428E-07   -0.15462E-08
  4167    0.12637E+01    0.55568E-01    0.00000E+00   -0.60038E-01    0.67798E-09    0.50416E-07   -0.15152E-08
  4168    0.12607E+01    0.55459E-01    0.00000E+00   -0.60341E-01    0.67772E-09    0.50399E-07   -0.14841E-08
  4169    0.12576E+01    0.55347E-01    0.00000E+00   -0.60642E-01    0.67746E-09    0.50380E-07   -0.14528E-08
  4170    0.12549E+01    0.55234E-01    0.00000E+00   -0.60940E-01    0.67720E-09    0.50356E-07   -0.14214E-08
  4171    0.12521E+01    0.55118E-01    0.00000E+00   -0.61235E-01    0.67694E-09    0.50330E-07   -0.13899E-08
  4172    0.12492E+01    0.55000E-01    0.00000E+00   -0.61529E-01    0.67668E-09    0.50301E-07   -0.13582E-08
  4173    0.12465E+01    0.54879E-01    0.00000E+00   -0.61819E-01    0.67642E-09    0.50268E-07   -0.13265E-08
  4174    0.12438E+01    0.54756E-01    0.00000E+00   -0.62105E-01    0.67616E-09    0.50234E-07   -0.12946E-08
  4175    0.12411E+01    0.54632E-01    0.00000E+00   -0.62389E-01    0.67590E-09    0.50197E-07   -0.12627E-08
  4176    0.12385E+01    0.54505E-01    0.00000E+00   -0.62670E-01    0.67564E-09    0.50157E-07   -0.12307E-08
  4177    0.12359E+01    0.54376E-01    0.00000E+00   -0.62947E-01    0.67538E-09    0.50116E-07   -0.11986E-08
  4178    0.12333E+01    0.54246E-01    0.00000E+00   -0.63220E-01    0.67512E-09    0.50073E-07   -0.11664E-08
  4179    0.12308E+01    0.54112E-01    0.00000E+00   -0.63490E-01    0.67486E-09    0.50028E-07   -0.11341E-08
  4180    0.12282E+01    0.53976E-01    0.00000E+00   -0.63756E-01    0.67460E-09    0.49982E-07   -0.11018E-08
  4181    0.12258E+01    0.53838E-01    0.00000E+00   -0.64017E-01    0.67434E-09    0.49934E-07   -0.10695E-08
  4182    0.12233E+01    0.53698E-01    0.00000E+00   -0.64275E-01    0.67408E-09    0.49886E-07   -0.10371E-08
  4183    0.12209E+01    0.53556E-01    0.00000E+00   -0.64528E-01    0.67382E-09    0.49836E-07   -0.10047E-08
  4184    0.12185E+01    0.53413E-01    0.00000E+00   -0.64777E-01    0.67357E-09    0.49786E-07   -0.97224E-09
  4185    0.12161E+01    0.53267E-01    0.00000E+00   -0.65022E-01    0.67331E-09    0.49736E-07   -0.93977E-09
  4186    0.12138E+01    0.53119E-01    0.00000E+00   -0.65262E-01    0.67305E-09    0.49685E-07   -0.90729E-09
  4187    0.12115E+01    0.52969E-01    0.00000E+00   -0.65497E-01    0.67279E-09    0.49634E-07   -0.87481E-09
  4188    0.12093E+01    0.52818E-01    0.00000E+00   -0.65728E-01    0.67253E-09    0.49583E-07   -0.84233E-09
  4189    0.12070E+01    0.52664E-01    0.00000E+00   -0.65952E-01    0.67228E-09    0.49533E-07   -0.80986E-09
  4190    0.12048E+01    0.52508E-01    0.00000E+00   -0.66173E-01    0.67202E-09    0.49483E-07   -0.77740E-09
  4191    0.12026E+01    0.52350E-01    0.00000E+00   -0.66388E-01    0.67176E-09    0.49433E-07   -0.74498E-09
  4192    0.12006E+01    0.52191E-01    0.00000E+00   -0.66597E-01    0.67151E-09    0.49385E-07   -0.71258E-09
  4193    0.11984E+01    0.52028E-01    0.00000E+00   -0.66802E-01    0.67125E-09    0.49337E-07   -0.68023E-09
  4194    0.11963E+01    0.51865E-01    0.00000E+00   -0.67001E-01    0.67099E-09    0.49291E-07   -0.64792E-09
  4195    0.11942E+01    0.51702E-01    0.00000E+00   -0.67194E-01    0.67074E-09    0.49247E-07   -0.61567E-09
  4196    0.11921E+01    0.51536E-01    0.00000E+00   -0.67381E-01    0.67048E-09    0.49204E-07   -0.58348E-09
  4197    0.11901E+01    0.51367E-01    0.00000E+00   -0.67563E-01    0.67022E-09    0.49163E-07   -0.55136E-09
  4198    0.11881E+01    0.51198E-01    0.00000E+00   -0.67740E-01    0.66997E-09    0.49123E-07   -0.51932E-09
  4199    0.11861E+01    0.51026E-01    0.00000E+00   -0.67909E-01    0.66971E-09    0.49086E-07   -0.48736E-09
  4200    0.11842E+01    0.50852E-01    0.00000E+00   -0.68073E-01    0.66945E-09    0.49052E-07   -0.45549E-09
  4201    0.11822E+01    0.50677E-01    0.00000E+00   -0.68231E-01    0.66920E-09    0.49020E-07   -0.42373E-09
  4202    0.11803E+01    0.50501E-01    0.00000E+00   -0.68383E-01    0.66894E-09    0.48991E-07   -0.39206E-09
  4203    0.11784E+01    0.50323E-01    0.00000E+00   -0.68527E-01    0.66869E-09    0.48963E-07   -0.36051E-09
  4204    0.11766E+01    0.50143E-01    0.00000E+00   -0.68667E-01    0.66843E-09    0.48938E-07   -0.32906E-09
  4205    0.11747E+01    0.49962E-01    0.00000E+00   -0.68800E-01    0.66818E-09    0.48915E-07   -0.29774E-09
  4206    0.11728E+01    0.49779E-01    0.00000E+00   -0.68926E-01    0.66792E-09    0.48894E-07   -0.26653E-09
  4207    0.11710E+01    0.49595E-01    0.00000E+00   -0.69046E-01    0.66767E-09    0.48875E-07   -0.23545E-09
  4208    0.11692E+01    0.49411E-01    0.00000E+00   -0.69159E-01    0.66741E-09    0.48857E-07   -0.20450E-09
  4209    0.11674E+01    0.49224E-01    0.00000E+00   -0.69265E-01    0.66716E-09    0.48840E-07   -0.17368E-09
  4210    0.11656E+01    0.49036E-01    0.00000E+00   -0.69365E-01    0.66690E-09    0.48825E-07   -0.14299E-09
  4211    0.11638E+01    0.48847E-01    0.00000E+00   -0.69459E-01    0.66665E-09    0.48811E-07   -0.11245E-09
  4212    0.11621E+01    0.48656E-01    0.00000E+00   -0.69546E-01    0.66640E-09    0.48798E-07   -0.82060E-10
  4213    0.11603E+01    0.48465E-01    0.00000E+00   -0.69625E-01    0.66614E-09    0.48786E-07   -0.51817E-10
  4214    0.11587E+01    0.48272E-01    0.00000E+00   -0.69699E-01    0.66589E-09    0.48774E-07   -0.21728E-10
  4215    0.11570E+01    0.48078E-01    0.00000E+00   -0.69765E-01    0.66564E-09    0.48763E-07    0.82024E-11
  4216    0.11553E+01    0.47883E-01    0.00000E+00   -0.69825E-01    0.66538E-09    0.48752E-07    0.37969E-10
  4217    0.11536E+01    0.47687E-01    0.00000E+00   -0.69878E-01    0.66513E-09    0.48742E-07    0.67569E-10
  4218    0.11519E+01    0.47490E-01    0.00000E+00   -0.69924E-01    0.66488E-09    0.48731E-07    0.96997E-10
  4219    0.11504E+01    0.47291E-01    0.00000E+00   -0.69962E-01    0.66462E-09    0.48721E-07    0.12625E-09
  4220    0.11486E+01    0.47093E-01    0.00000E+00   -0.69995E-01    0.66437E-09    0.48710E-07    0.15532E-09
  4221    0.11470E+01    0.46893E-01    0.00000E+00   -0.70020E-01    0.66412E-09    0.48699E-07    0.18421E-09
  4222    0.11454E+01    0.46693E-01    0.00000E+00   -0.70038E-01    0.66387E-09    0.48687E-07    0.21291E-09
  4223    0.11438E+01    0.46490E-01    0.00000E+00   -0.70051E-01    0.66361E-09    0.48675E-07    0.24141E-09
  4224    0.11421E+01    0.46288E-01    0.00000E+00   -0.70056E-01    0.66336E-09    0.48662E-07    0.26972E-09
  4225    0.11406E+01    0.46085E-01    0.00000E+00   -0.70053E-01    0.66311E-09    0.48647E-07    0.29783E-09
  4226    0.11390E+01    0.45881E-01    0.00000E+00   -0.70043E-01    0.66286E-09    0.48632E-07    0.32573E-09
  4227    0.11374E+01    0.45677E-01    0.00000E+00   -0.70028E-01    0.66261E-09    0.48615E-07    0.35342E-09
  4228    0.11357E+01    0.45473E-01    0.00000E+00   -0.70005E-01    0.66235E-09    0.48597E-07    0.38090E-09
  4229    0.11342E+01    0.45266E-01    0.00000E+00   -0.69975E-01    0.66210E-09    0.48578E-07    0.40816E-09
  4230    0.11326E+01    0.45060E-01    0.00000E+00   -0.69939E-01    0.66185E-09    0.48556E-07    0.43520E-09
  4231    0.11311E+01    0.44854E-01    0.00000E+00   -0.69894E-01    0.66160E-09    0.48533E-07    0.46201E-09
  4232    0.11294E+01    0.44646E-01    0.00000E+00   -0.69845E-01    0.66135E-09    0.48508E-07    0.48859E-09
  4233    0.11279E+01    0.44439E-01    0.00000E+00   -0.69787E-01    0.66110E-09    0.48481E-07    0.51493E-09
  4234    0.11264E+01    0.44232E-01    0.00000E+00   -0.69723E-01    0.66085E-09    0.48451E-07    0.54104E-09
  4235    0.11248E+01    0.44023E-01    0.00000E+00   -0.69651E-01    0.66060E-09    0.48419E-07    0.56690E-09
  4236    0.11233E+01    0.43814E-01    0.00000E+00   -0.69574E-01    0.66035E-09    0.48384E-07    0.59251E-09
  4237    0.11218E+01    0.43606E-01    0.00000E+00   -0.69489E-01    0.66010E-09    0.48346E-07    0.61787E-09
  4238    0.11202E+01    0.43397E-01    0.00000E+00   -0.69397E-01    0.65985E-09    0.48306E-07    0.64297E-09
  4239    0.11186E+01    0.43188E-01    0.00000E+00   -0.69300E-01    0.65960E-09    0.48262E-07    0.66781E-09
  4240    0.11172E+01    0.42979E-01    0.00000E+00   -0.69195E-01    0.65935E-09    0.48215E-07    0.69239E-09
  4241    0.11156E+01    0.42769E-01    0.00000E+00   -0.69083E-01    0.65910E-09    0.48165E-07    0.71670E-09
  4242    0.11141E+01    0.42560E-01    0.00000E+00   -0.68966E-01    0.65885E-09    0.48111E-07    0.74073E-09
  4243    0.11125E+01    0.42349E-01    0.00000E+00   -0.68842E-01    0.65860E-09    0.48054E-07    0.76448E-09
  4244    0.11110E+01    0.42140E-01    0.00000E+00   -0.68711E-01    0.65835E-09    0.47993E-07    0.78796E-09
  4245    0.11094E+01    0.41931E-01    0.00000E+00   -0.68575E-01    0.65810E-09    0.47927E-07    0.81115E-09
  4246    0.11079E+01    0.41721E-01    0.00000E+00   -0.68431E-01    0.65785E-09    0.47858E-07    0.83404E-09
  4247    0.11063E+01    0.41512E-01    0.00000E+00   -0.68281E-01    0.65761E-09    0.47784E-07    0.85664E-09
  4248    0.11047E+01    0.41302E-01    0.00000E+00   -0.68125E-01    0.65736E-09    0.47706E-07    0.87895E-09
  4249    0.11032E+01    0.41093E-01    0.00000E+00   -0.67963E-01    0.65711E-09    0.47624E-07    0.90095E-09
  4250    0.11016E+01    0.40884E-01    0.00000E+00   -0.67795E-01    0.65686E-09    0.47536E-07    0.92264E-09
  4251    0.11001E+01    0.40677E-01    0.00000E+00   -0.67620E-01    0.65661E-09    0.47444E-07    0.94402E-09
  4252    0.10985E+01    0.40469E-01    0.00000E+00   -0.67440E-01    0.65637E-09    0.47347E-07    0.96508E-09
  4253    0.10969E+01    0.40261E-01    0.00000E+00   -0.67254E-01    0.65612E-09    0.47246E-07    0.98584E-09
  4254    0.10954E+01    0.40053E-01    0.00000E+00   -0.67061E-01    0.65587E-09    0.47139E-07    0.10063E-08
  4255    0.10937E+01    0.39847E-01    0.00000E+00   -0.66863E-01    0.65562E-09    0.47029E-07    0.10264E-08
  4256    0.10921E+01    0.39641E-01    0.00000E+00   -0.66659E-01    0.65538E-09    0.46914E-07    0.10462E-08
  4257    0.10906E+01    0.39434E-01    0.00000E+00   -0.66449E-01    0.65513E-09    0.46794E-07    0.10657E-08
  4258    0.10890E+01    0.39229E-01    0.00000E+00   -0.66234E-01    0.65488E-09    0.46671E-07    0.10848E-08
  4259    0.10873E+01    0.39024E-01    0.00000E+00   -0.66013E-01    0.65464E-09    0.46543E-07    0.11037E-08
  4260    0.10856E+01    0.38820E-01    0.00000E+00   -0.65788E-01    0.65439E-09    0.46411E-07    0.11222E-08
  4261    0.10840E+01    0.38617E-01    0.00000E+00   -0.65556E-01    0.65414E-09    0.46275E-07    0.11404E-08
  4262    0.10824E+01    0.38413E-01    0.00000E+00   -0.65320E-01    0.65390E-09    0.46136E-07    0.11582E-08
  4263    0.10807E+01    0.38211E-01    0.00000E+00   -0.65078E-01    0.65365E-09    0.45992E-07    0.11758E-08
  4264    0.10791E+01    0.38010E-01    0.00000E+00   -0.64832E-01    0.65340E-09    0.45845E-07    0.11930E-08
  4265    0.10774E+01    0.37809E-01    0.00000E+00   -0.64579E-01    0.65316E-09    0.45695E-07    0.12099E-08
  4266    0.10758E+01    0.37609E-01    0.00000E+00   -0.64322E-01    0.65291E-09    0.45541E-07    0.12264E-08
  4267    0.10741E+01    0.37410E-01    0.00000E+00   -0.64061E-01    0.65267E-09    0.45383E-07    0.12426E-08
  4268    0.10724E+01    0.37212E-01    0.00000E+00   -0.63795E-01    0.65242E-09    0.45223E-07    0.12585E-08
  4269    0.10707E+01    0.37014E-01    0.00000E+00   -0.63525E-01    0.65218E-09    0.45059E-07    0.12741E-08
  4270    0.10690E+01    0.36818E-01    0.00000E+00   -0.63249E-01    0.65193E-09    0.44892E-07    0.12893E-08
  4271    0.10674E+01    0.36622E-01    0.00000E+00   -0.62970E-01    0.65169E-09    0.44722E-07    0.13042E-08
  4272    0.10656E+01    0.36426E-01    0.00000E+00   -0.62685E-01    0.65144E-09    0.44549E-07    0.13187E-08
  4273    0.10639E+01    0.36235E-01    0.00000E+00   -0.62397E-01    0.65120E-09    0.44373E-07    0.13329E-08
  4274    0.10622E+01    0.36042E-01    0.00000E+00   -0.62105E-01    0.65095E-09    0.44194E-07    0.13468E-08
  4275    0.10604E+01    0.35851E-01    0.00000E+00   -0.61808E-01    0.65071E-09    0.44013E-07    0.13603E-08
  4276    0.10587E+01    0.35661E-01    0.00000E+00   -0.61509E-01    0.65046E-09    0.43830E-07    0.13734E-08
