#    L    TT             EE             BB             TE             PP             TP             EP          
  5362    0.69949E-01    0.17988E-02    0.00000E+00   -0.81988E-03    0.45194E-09    0.19388E-07   -0.22210E-09
  5363    0.69725E-01    0.17958E-02    0.00000E+00   -0.81495E-03    0.45181E-09    0.19395E-07   -0.22100E-09
  5364    0.69502E-01    0.17926E-02    0.00000E+00   -0.81011E-03    0.45167E-09    0.19401E-07   -0.21989E-09
  5365    0.69280E-01    0.17896E-02    0.00000E+00   -0.80557E-03    0.45153E-09    0.19408E-07   -0.21879E-09
  5366    0.69060E-01    0.17865E-02    0.00000E+00   -0.80110E-03    0.45140E-09    0.19414E-07   -0.21769E-09
  5367    0.68840E-01    0.17835E-02    0.00000E+00   -0.79686E-03    0.45126E-09    0.19420E-07   -0.21660E-09
  5368    0.68622E-01    0.17805E-02    0.00000E+00   -0.79285E-03    0.45113E-09    0.19427E-07   -0.21550E-09
  5369    0.68404E-01    0.17775E-02    0.00000E+00   -0.78899E-03    0.45099E-09    0.19433E-07   -0.21441E-09
  5370    0.68188E-01    0.17744E-02    0.00000E+00   -0.78543E-03    0.45086E-09    0.19439E-07   -0.21332E-09
  5371    0.67974E-01    0.17715E-02    0.00000E+00   -0.78195E-03    0.45072E-09    0.19445E-07   -0.21224E-09
  5372    0.67760E-01    0.17686E-02    0.00000E+00   -0.77869E-03    0.45059E-09    0.19451E-07   -0.21116E-09
  5373    0.67547E-01    0.17656E-02    0.00000E+00   -0.77559E-03    0.45045E-09    0.19457E-07   -0.21008E-09
  5374    0.67336E-01    0.17626E-02    0.00000E+00   -0.77263E-03    0.45031E-09    0.19463E-07   -0.20900E-09
  5375    0.67126E-01    0.17597E-02    0.00000E+00   -0.76991E-03    0.45018E-09    0.19469E-07   -0.20793E-09
  5376    0.66917E-01    0.17568E-02    0.00000E+00   -0.76734E-03    0.45004E-09    0.19475E-07   -0.20685E-09
  5377    0.66709E-01    0.17539E-02    0.00000E+00   -0.76492E-03    0.44991E-09    0.19480E-07   -0.20579E-09
  5378    0.66503E-01    0.17510E-02    0.00000E+00   -0.76272E-03    0.44977E-09    0.19486E-07   -0.20472E-09
  5379    0.66297E-01    0.17481E-02    0.00000E+00   -0.76068E-03    0.44964E-09    0.19491E-07   -0.20366E-09
  5380    0.66092E-01    0.17451E-02    0.00000E+00   -0.75879E-03    0.44950E-09    0.19497E-07   -0.20260E-09
  5381    0.65889E-01    0.17423E-02    0.00000E+00   -0.75713E-03    0.44937E-09    0.19502E-07   -0.20154E-09
  5382    0.65689E-01    0.17395E-02    0.00000E+00   -0.75554E-03    0.44923E-09    0.19508E-07   -0.20049E-09
  5383    0.65488E-01    0.17366E-02    0.00000E+00   -0.75419E-03    0.44910E-09    0.19513E-07   -0.19944E-09
  5384    0.65289E-01    0.17337E-02    0.00000E+00   -0.75306E-03    0.44896E-09    0.19518E-07   -0.19839E-09
  5385    0.65092E-01    0.17309E-02    0.00000E+00   -0.75193E-03    0.44883E-09    0.19523E-07   -0.19735E-09
  5386    0.64894E-01    0.17281E-02    0.00000E+00   -0.75103E-03    0.44869E-09    0.19528E-07   -0.19631E-09
  5387    0.64699E-01    0.17252E-02    0.00000E+00   -0.75035E-03    0.44856E-09    0.19533E-07   -0.19527E-09
  5388    0.64505E-01    0.17223E-02    0.00000E+00   -0.74968E-03    0.44843E-09    0.19538E-07   -0.19424E-09
  5389    0.64313E-01    0.17196E-02    0.00000E+00   -0.74924E-03    0.44829E-09    0.19543E-07   -0.19320E-09
  5390    0.64120E-01    0.17167E-02    0.00000E+00   -0.74895E-03    0.44816E-09    0.19547E-07   -0.19218E-09
  5391    0.63930E-01    0.17139E-02    0.00000E+00   -0.74881E-03    0.44802E-09    0.19552E-07   -0.19115E-09
  5392    0.63741E-01    0.17110E-02    0.00000E+00   -0.74883E-03    0.44789E-09    0.19556E-07   -0.19013E-09
  5393    0.63554E-01    0.17081E-02    0.00000E+00   -0.74892E-03    0.44775E-09    0.19561E-07   -0.18911E-09
  5394    0.63367E-01    0.17052E-02    0.00000E+00   -0.74916E-03    0.44762E-09    0.19565E-07   -0.18810E-09
  5395    0.63183E-01    0.17024E-02    0.00000E+00   -0.74956E-03    0.44749E-09    0.19569E-07   -0.18709E-09
  5396    0.62999E-01    0.16995E-02    0.00000E+00   -0.75019E-03    0.44735E-09    0.19574E-07   -0.18608E-09
  5397    0.62817E-01    0.16967E-02    0.00000E+00   -0.75089E-03    0.44722E-09    0.19578E-07   -0.18508E-09
  5398    0.62635E-01    0.16938E-02    0.00000E+00   -0.75174E-03    0.44708E-09    0.19582E-07   -0.18408E-09
  5399    0.62455E-01    0.16909E-02    0.00000E+00   -0.75268E-03    0.44695E-09    0.19585E-07   -0.18308E-09
  5400    0.62277E-01    0.16880E-02    0.00000E+00   -0.75376E-03    0.44682E-09    0.19589E-07   -0.18209E-09
  5401    0.62099E-01    0.16851E-02    0.00000E+00   -0.75493E-03    0.44668E-09    0.19593E-07   -0.18110E-09
  5402    0.61923E-01    0.16823E-02    0.00000E+00   -0.75625E-03    0.44655E-09    0.19596E-07   -0.18012E-09
  5403    0.61748E-01    0.16794E-02    0.00000E+00   -0.75772E-03    0.44642E-09    0.19600E-07   -0.17914E-09
  5404    0.61575E-01    0.16764E-02    0.00000E+00   -0.75927E-03    0.44628E-09    0.19603E-07   -0.17816E-09
  5405    0.61402E-01    0.16735E-02    0.00000E+00   -0.76090E-03    0.44615E-09    0.19606E-07   -0.17719E-09
  5406    0.61233E-01    0.16705E-02    0.00000E+00   -0.76260E-03    0.44602E-09    0.19610E-07   -0.17622E-09
  5407    0.61063E-01    0.16676E-02    0.00000E+00   -0.76453E-03    0.44588E-09    0.19613E-07   -0.17525E-09
  5408    0.60894E-01    0.16646E-02    0.00000E+00   -0.76654E-03    0.44575E-09    0.19616E-07   -0.17429E-09
  5409    0.60729E-01    0.16617E-02    0.00000E+00   -0.76871E-03    0.44562E-09    0.19618E-07   -0.17333E-09
  5410    0.60563E-01    0.16587E-02    0.00000E+00   -0.77080E-03    0.44548E-09    0.19621E-07   -0.17237E-09
  5411    0.60398E-01    0.16557E-02    0.00000E+00   -0.77312E-03    0.44535E-09    0.19624E-07   -0.17142E-09
  5412    0.60235E-01    0.16527E-02    0.00000E+00   -0.77545E-03    0.44522E-09    0.19626E-07   -0.17047E-09
  5413    0.60073E-01    0.16497E-02    0.00000E+00   -0.77792E-03    0.44508E-09    0.19629E-07   -0.16953E-09
  5414    0.59914E-01    0.16466E-02    0.00000E+00   -0.78048E-03    0.44495E-09    0.19631E-07   -0.16858E-09
  5415    0.59755E-01    0.16436E-02    0.00000E+00   -0.78311E-03    0.44482E-09    0.19634E-07   -0.16765E-09
  5416    0.59597E-01    0.16405E-02    0.00000E+00   -0.78590E-03    0.44469E-09    0.19636E-07   -0.16671E-09
  5417    0.59441E-01    0.16374E-02    0.00000E+00   -0.78869E-03    0.44455E-09    0.19638E-07   -0.16578E-09
  5418    0.59286E-01    0.16344E-02    0.00000E+00   -0.79156E-03    0.44442E-09    0.19640E-07   -0.16486E-09
  5419    0.59133E-01    0.16313E-02    0.00000E+00   -0.79451E-03    0.44429E-09    0.19642E-07   -0.16393E-09
  5420    0.58980E-01    0.16282E-02    0.00000E+00   -0.79753E-03    0.44416E-09    0.19644E-07   -0.16301E-09
  5421    0.58829E-01    0.16250E-02    0.00000E+00   -0.80063E-03    0.44402E-09    0.19645E-07   -0.16210E-09
  5422    0.58680E-01    0.16219E-02    0.00000E+00   -0.80382E-03    0.44389E-09    0.19647E-07   -0.16118E-09
  5423    0.58531E-01    0.16188E-02    0.00000E+00   -0.80700E-03    0.44376E-09    0.19648E-07   -0.16028E-09
  5424    0.58384E-01    0.16155E-02    0.00000E+00   -0.81034E-03    0.44363E-09    0.19650E-07   -0.15937E-09
  5425    0.58237E-01    0.16124E-02    0.00000E+00   -0.81368E-03    0.44349E-09    0.19651E-07   -0.15847E-09
  5426    0.58093E-01    0.16092E-02    0.00000E+00   -0.81710E-03    0.44336E-09    0.19652E-07   -0.15757E-09
  5427    0.57949E-01    0.16059E-02    0.00000E+00   -0.82053E-03    0.44323E-09    0.19653E-07   -0.15668E-09
  5428    0.57806E-01    0.16026E-02    0.00000E+00   -0.82395E-03    0.44310E-09    0.19654E-07   -0.15578E-09
  5429    0.57665E-01    0.15994E-02    0.00000E+00   -0.82753E-03    0.44297E-09    0.19655E-07   -0.15490E-09
  5430    0.57525E-01    0.15961E-02    0.00000E+00   -0.83112E-03    0.44284E-09    0.19656E-07   -0.15401E-09
  5431    0.57386E-01    0.15928E-02    0.00000E+00   -0.83471E-03    0.44270E-09    0.19657E-07   -0.15313E-09
  5432    0.57250E-01    0.15894E-02    0.00000E+00   -0.83837E-03    0.44257E-09    0.19658E-07   -0.15225E-09
  5433    0.57114E-01    0.15861E-02    0.00000E+00   -0.84204E-03    0.44244E-09    0.19658E-07   -0.15138E-09
  5434    0.56979E-01    0.15827E-02    0.00000E+00   -0.84587E-03    0.44231E-09    0.19659E-07   -0.15051E-09
  5435    0.56846E-01    0.15793E-02    0.00000E+00   -0.84962E-03    0.44218E-09    0.19659E-07   -0.14964E-09
  5436    0.56713E-01    0.15759E-02    0.00000E+00   -0.85345E-03    0.44205E-09    0.19659E-07   -0.14878E-09
  5437    0.56582E-01    0.15724E-02    0.00000E+00   -0.85728E-03    0.44191E-09    0.19660E-07   -0.14792E-09
  5438    0.56452E-01    0.15690E-02    0.00000E+00   -0.86105E-03    0.44178E-09    0.19660E-07   -0.14707E-09
  5439    0.56324E-01    0.15655E-02    0.00000E+00   -0.86496E-03    0.44165E-09    0.19660E-07   -0.14621E-09
  5440    0.56196E-01    0.15621E-02    0.00000E+00   -0.86881E-03    0.44152E-09    0.19660E-07   -0.14536E-09
  5441    0.56070E-01    0.15586E-02    0.00000E+00   -0.87273E-03    0.44139E-09    0.19659E-07   -0.14452E-09
  5442    0.55945E-01    0.15551E-02    0.00000E+00   -0.87659E-03    0.44126E-09    0.19659E-07   -0.14367E-09
  5443    0.55822E-01    0.15515E-02    0.00000E+00   -0.88052E-03    0.44113E-09    0.19659E-07   -0.14284E-09
  5444    0.55697E-01    0.15480E-02    0.00000E+00   -0.88453E-03    0.44100E-09    0.19658E-07   -0.14200E-09
  5445    0.55576E-01    0.15444E-02    0.00000E+00   -0.88839E-03    0.44087E-09    0.19658E-07   -0.14117E-09
  5446    0.55456E-01    0.15408E-02    0.00000E+00   -0.89233E-03    0.44073E-09    0.19657E-07   -0.14034E-09
  5447    0.55337E-01    0.15371E-02    0.00000E+00   -0.89621E-03    0.44060E-09    0.19656E-07   -0.13951E-09
  5448    0.55218E-01    0.15335E-02    0.00000E+00   -0.90008E-03    0.44047E-09    0.19656E-07   -0.13869E-09
  5449    0.55101E-01    0.15298E-02    0.00000E+00   -0.90396E-03    0.44034E-09    0.19655E-07   -0.13787E-09
  5450    0.54985E-01    0.15261E-02    0.00000E+00   -0.90784E-03    0.44021E-09    0.19654E-07   -0.13706E-09
  5451    0.54871E-01    0.15224E-02    0.00000E+00   -0.91180E-03    0.44008E-09    0.19653E-07   -0.13625E-09
  5452    0.54757E-01    0.15187E-02    0.00000E+00   -0.91570E-03    0.43995E-09    0.19651E-07   -0.13544E-09
  5453    0.54643E-01    0.15149E-02    0.00000E+00   -0.91952E-03    0.43982E-09    0.19650E-07   -0.13463E-09
  5454    0.54532E-01    0.15111E-02    0.00000E+00   -0.92341E-03    0.43969E-09    0.19649E-07   -0.13383E-09
  5455    0.54421E-01    0.15073E-02    0.00000E+00   -0.92724E-03    0.43956E-09    0.19647E-07   -0.13303E-09
  5456    0.54312E-01    0.15035E-02    0.00000E+00   -0.93100E-03    0.43943E-09    0.19646E-07   -0.13224E-09
  5457    0.54204E-01    0.14998E-02    0.00000E+00   -0.93483E-03    0.43930E-09    0.19644E-07   -0.13145E-09
  5458    0.54096E-01    0.14959E-02    0.00000E+00   -0.93845E-03    0.43917E-09    0.19642E-07   -0.13066E-09
  5459    0.53990E-01    0.14919E-02    0.00000E+00   -0.94221E-03    0.43904E-09    0.19641E-07   -0.12987E-09
  5460    0.53884E-01    0.14881E-02    0.00000E+00   -0.94591E-03    0.43891E-09    0.19639E-07   -0.12909E-09
  5461    0.53780E-01    0.14842E-02    0.00000E+00   -0.94954E-03    0.43878E-09    0.19637E-07   -0.12831E-09
  5462    0.53677E-01    0.14803E-02    0.00000E+00   -0.95317E-03    0.43865E-09    0.19635E-07   -0.12754E-09
  5463    0.53575E-01    0.14763E-02    0.00000E+00   -0.95673E-03    0.43852E-09    0.19633E-07   -0.12677E-09
  5464    0.53474E-01    0.14724E-02    0.00000E+00   -0.96021E-03    0.43839E-09    0.19630E-07   -0.12600E-09
  5465    0.53374E-01    0.14683E-02    0.00000E+00   -0.96371E-03    0.43826E-09    0.19628E-07   -0.12523E-09
  5466    0.53274E-01    0.14643E-02    0.00000E+00   -0.96720E-03    0.43813E-09    0.19626E-07   -0.12447E-09
  5467    0.53177E-01    0.14603E-02    0.00000E+00   -0.97063E-03    0.43800E-09    0.19623E-07   -0.12371E-09
  5468    0.53078E-01    0.14563E-02    0.00000E+00   -0.97391E-03    0.43787E-09    0.19621E-07   -0.12296E-09
  5469    0.52982E-01    0.14522E-02    0.00000E+00   -0.97726E-03    0.43774E-09    0.19618E-07   -0.12221E-09
  5470    0.52887E-01    0.14481E-02    0.00000E+00   -0.98048E-03    0.43761E-09    0.19615E-07   -0.12146E-09
  5471    0.52791E-01    0.14440E-02    0.00000E+00   -0.98369E-03    0.43748E-09    0.19612E-07   -0.12071E-09
  5472    0.52698E-01    0.14399E-02    0.00000E+00   -0.98676E-03    0.43735E-09    0.19609E-07   -0.11997E-09
  5473    0.52605E-01    0.14358E-02    0.00000E+00   -0.98991E-03    0.43722E-09    0.19606E-07   -0.11923E-09
  5474    0.52513E-01    0.14317E-02    0.00000E+00   -0.99292E-03    0.43710E-09    0.19603E-07   -0.11849E-09
  5475    0.52423E-01    0.14274E-02    0.00000E+00   -0.99592E-03    0.43697E-09    0.19600E-07   -0.11776E-09
  5476    0.52333E-01    0.14232E-02    0.00000E+00   -0.99871E-03    0.43684E-09    0.19597E-07   -0.11703E-09
  5477    0.52243E-01    0.14191E-02    0.00000E+00   -0.10016E-02    0.43671E-09    0.19593E-07   -0.11631E-09
  5478    0.52155E-01    0.14149E-02    0.00000E+00   -0.10043E-02    0.43658E-09    0.19590E-07   -0.11558E-09
  5479    0.52066E-01    0.14106E-02    0.00000E+00   -0.10070E-02    0.43645E-09    0.19586E-07   -0.11486E-09
  5480    0.51979E-01    0.14064E-02    0.00000E+00   -0.10096E-02    0.43632E-09    0.19583E-07   -0.11415E-09
  5481    0.51894E-01    0.14020E-02    0.00000E+00   -0.10123E-02    0.43619E-09    0.19579E-07   -0.11343E-09
  5482    0.51809E-01    0.13977E-02    0.00000E+00   -0.10147E-02    0.43606E-09    0.19575E-07   -0.11272E-09
  5483    0.51724E-01    0.13935E-02    0.00000E+00   -0.10171E-02    0.43594E-09    0.19571E-07   -0.11202E-09
  5484    0.51641E-01    0.13891E-02    0.00000E+00   -0.10194E-02    0.43581E-09    0.19568E-07   -0.11131E-09
  5485    0.51557E-01    0.13848E-02    0.00000E+00   -0.10217E-02    0.43568E-09    0.19563E-07   -0.11061E-09
  5486    0.51475E-01    0.13805E-02    0.00000E+00   -0.10239E-02    0.43555E-09    0.19559E-07   -0.10992E-09
  5487    0.51394E-01    0.13760E-02    0.00000E+00   -0.10260E-02    0.43542E-09    0.19555E-07   -0.10922E-09
  5488    0.51313E-01    0.13717E-02    0.00000E+00   -0.10281E-02    0.43529E-09    0.19551E-07   -0.10853E-09
  5489    0.51234E-01    0.13673E-02    0.00000E+00   -0.10299E-02    0.43517E-09    0.19547E-07   -0.10784E-09
  5490    0.51154E-01    0.13630E-02    0.00000E+00   -0.10319E-02    0.43504E-09    0.19542E-07   -0.10716E-09
  5491    0.51076E-01    0.13586E-02    0.00000E+00   -0.10336E-02    0.43491E-09    0.19538E-07   -0.10647E-09
  5492    0.50998E-01    0.13541E-02    0.00000E+00   -0.10353E-02    0.43478E-09    0.19533E-07   -0.10580E-09
  5493    0.50921E-01    0.13498E-02    0.00000E+00   -0.10369E-02    0.43465E-09    0.19528E-07   -0.10512E-09
  5494    0.50844E-01    0.13454E-02    0.00000E+00   -0.10384E-02    0.43453E-09    0.19523E-07   -0.10445E-09
  5495    0.50768E-01    0.13409E-02    0.00000E+00   -0.10398E-02    0.43440E-09    0.19519E-07   -0.10378E-09
  5496    0.50692E-01    0.13365E-02    0.00000E+00   -0.10411E-02    0.43427E-09    0.19514E-07   -0.10311E-09
  5497    0.50618E-01    0.13320E-02    0.00000E+00   -0.10424E-02    0.43414E-09    0.19509E-07   -0.10245E-09
  5498    0.50544E-01    0.13275E-02    0.00000E+00   -0.10436E-02    0.43401E-09    0.19504E-07   -0.10179E-09
  5499    0.50470E-01    0.13230E-02    0.00000E+00   -0.10447E-02    0.43389E-09    0.19498E-07   -0.10113E-09
  5500    0.50397E-01    0.13184E-02    0.00000E+00   -0.10456E-02    0.43376E-09    0.19493E-07   -0.10048E-09
  5501    0.50326E-01    0.13139E-02    0.00000E+00   -0.10466E-02    0.43363E-09    0.19488E-07   -0.99828E-10
  5502    0.50254E-01    0.13094E-02    0.00000E+00   -0.10473E-02    0.43350E-09    0.19482E-07   -0.99180E-10
  5503    0.50184E-01    0.13049E-02    0.00000E+00   -0.10480E-02    0.43338E-09    0.19477E-07   -0.98535E-10
  5504    0.50113E-01    0.13003E-02    0.00000E+00   -0.10487E-02    0.43325E-09    0.19471E-07   -0.97894E-10
  5505    0.50042E-01    0.12958E-02    0.00000E+00   -0.10492E-02    0.43312E-09    0.19466E-07   -0.97255E-10
  5506    0.49973E-01    0.12912E-02    0.00000E+00   -0.10496E-02    0.43299E-09    0.19460E-07   -0.96619E-10
  5507    0.49904E-01    0.12867E-02    0.00000E+00   -0.10500E-02    0.43287E-09    0.19454E-07   -0.95987E-10
  5508    0.49836E-01    0.12822E-02    0.00000E+00   -0.10502E-02    0.43274E-09    0.19448E-07   -0.95357E-10
  5509    0.49768E-01    0.12777E-02    0.00000E+00   -0.10503E-02    0.43261E-09    0.19442E-07   -0.94730E-10
  5510    0.49701E-01    0.12731E-02    0.00000E+00   -0.10503E-02    0.43249E-09    0.19436E-07   -0.94107E-10
  5511    0.49634E-01    0.12685E-02    0.00000E+00   -0.10503E-02    0.43236E-09    0.19430E-07   -0.93486E-10
  5512    0.49567E-01    0.12639E-02    0.00000E+00   -0.10502E-02    0.43223E-09    0.19424E-07   -0.92869E-10
  5513    0.49501E-01    0.12593E-02    0.00000E+00   -0.10499E-02    0.43211E-09    0.19418E-07   -0.92254E-10
  5514    0.49435E-01    0.12549E-02    0.00000E+00   -0.10496E-02    0.43198E-09    0.19411E-07   -0.91642E-10
  5515    0.49369E-01    0.12503E-02    0.00000E+00   -0.10491E-02    0.43185E-09    0.19405E-07   -0.91034E-10
  5516    0.49304E-01    0.12457E-02    0.00000E+00   -0.10486E-02    0.43173E-09    0.19398E-07   -0.90428E-10
  5517    0.49239E-01    0.12410E-02    0.00000E+00   -0.10479E-02    0.43160E-09    0.19392E-07   -0.89825E-10
  5518    0.49175E-01    0.12364E-02    0.00000E+00   -0.10472E-02    0.43147E-09    0.19385E-07   -0.89226E-10
  5519    0.49113E-01    0.12318E-02    0.00000E+00   -0.10464E-02    0.43135E-09    0.19378E-07   -0.88629E-10
  5520    0.49049E-01    0.12272E-02    0.00000E+00   -0.10454E-02    0.43122E-09    0.19371E-07   -0.88035E-10
  5521    0.48987E-01    0.12226E-02    0.00000E+00   -0.10444E-02    0.43109E-09    0.19365E-07   -0.87444E-10
  5522    0.48924E-01    0.12181E-02    0.00000E+00   -0.10433E-02    0.43097E-09    0.19358E-07   -0.86856E-10
  5523    0.48861E-01    0.12135E-02    0.00000E+00   -0.10421E-02    0.43084E-09    0.19350E-07   -0.86271E-10
  5524    0.48800E-01    0.12090E-02    0.00000E+00   -0.10407E-02    0.43072E-09    0.19343E-07   -0.85689E-10
  5525    0.48739E-01    0.12043E-02    0.00000E+00   -0.10393E-02    0.43059E-09    0.19336E-07   -0.85109E-10
  5526    0.48677E-01    0.11998E-02    0.00000E+00   -0.10378E-02    0.43046E-09    0.19329E-07   -0.84533E-10
  5527    0.48618E-01    0.11952E-02    0.00000E+00   -0.10362E-02    0.43034E-09    0.19321E-07   -0.83959E-10
  5528    0.48556E-01    0.11905E-02    0.00000E+00   -0.10344E-02    0.43021E-09    0.19314E-07   -0.83389E-10
  5529    0.48497E-01    0.11860E-02    0.00000E+00   -0.10327E-02    0.43009E-09    0.19307E-07   -0.82821E-10
  5530    0.48436E-01    0.11814E-02    0.00000E+00   -0.10308E-02    0.42996E-09    0.19299E-07   -0.82256E-10
  5531    0.48377E-01    0.11769E-02    0.00000E+00   -0.10288E-02    0.42983E-09    0.19291E-07   -0.81694E-10
  5532    0.48317E-01    0.11724E-02    0.00000E+00   -0.10267E-02    0.42971E-09    0.19284E-07   -0.81135E-10
  5533    0.48257E-01    0.11678E-02    0.00000E+00   -0.10245E-02    0.42958E-09    0.19276E-07   -0.80579E-10
  5534    0.48198E-01    0.11633E-02    0.00000E+00   -0.10222E-02    0.42946E-09    0.19268E-07   -0.80025E-10
  5535    0.48140E-01    0.11587E-02    0.00000E+00   -0.10199E-02    0.42933E-09    0.19260E-07   -0.79475E-10
  5536    0.48081E-01    0.11541E-02    0.00000E+00   -0.10173E-02    0.42921E-09    0.19252E-07   -0.78927E-10
  5537    0.48023E-01    0.11496E-02    0.00000E+00   -0.10148E-02    0.42908E-09    0.19244E-07   -0.78382E-10
  5538    0.47964E-01    0.11451E-02    0.00000E+00   -0.10122E-02    0.42896E-09    0.19236E-07   -0.77840E-10
  5539    0.47907E-01    0.11406E-02    0.00000E+00   -0.10095E-02    0.42883E-09    0.19227E-07   -0.77301E-10
  5540    0.47849E-01    0.11362E-02    0.00000E+00   -0.10066E-02    0.42870E-09    0.19219E-07   -0.76765E-10
  5541    0.47792E-01    0.11316E-02    0.00000E+00   -0.10037E-02    0.42858E-09    0.19211E-07   -0.76231E-10
  5542    0.47733E-01    0.11273E-02    0.00000E+00   -0.10007E-02    0.42845E-09    0.19202E-07   -0.75700E-10
  5543    0.47677E-01    0.11227E-02    0.00000E+00   -0.99765E-03    0.42833E-09    0.19194E-07   -0.75172E-10
  5544    0.47620E-01    0.11183E-02    0.00000E+00   -0.99449E-03    0.42820E-09    0.19185E-07   -0.74647E-10
  5545    0.47563E-01    0.11139E-02    0.00000E+00   -0.99125E-03    0.42808E-09    0.19176E-07   -0.74124E-10
  5546    0.47506E-01    0.11094E-02    0.00000E+00   -0.98787E-03    0.42795E-09    0.19168E-07   -0.73605E-10
  5547    0.47450E-01    0.11050E-02    0.00000E+00   -0.98442E-03    0.42783E-09    0.19159E-07   -0.73088E-10
  5548    0.47392E-01    0.11006E-02    0.00000E+00   -0.98090E-03    0.42770E-09    0.19150E-07   -0.72574E-10
  5549    0.47337E-01    0.10963E-02    0.00000E+00   -0.97730E-03    0.42758E-09    0.19141E-07   -0.72062E-10
  5550    0.47280E-01    0.10919E-02    0.00000E+00   -0.97364E-03    0.42746E-09    0.19132E-07   -0.71554E-10
  5551    0.47225E-01    0.10874E-02    0.00000E+00   -0.96990E-03    0.42733E-09    0.19123E-07   -0.71048E-10
  5552    0.47168E-01    0.10832E-02    0.00000E+00   -0.96602E-03    0.42721E-09    0.19114E-07   -0.70545E-10
  5553    0.47113E-01    0.10788E-02    0.00000E+00   -0.96214E-03    0.42708E-09    0.19104E-07   -0.70044E-10
  5554    0.47057E-01    0.10744E-02    0.00000E+00   -0.95811E-03    0.42696E-09    0.19095E-07   -0.69546E-10
  5555    0.47001E-01    0.10702E-02    0.00000E+00   -0.95402E-03    0.42683E-09    0.19086E-07   -0.69051E-10
  5556    0.46946E-01    0.10659E-02    0.00000E+00   -0.94985E-03    0.42671E-09    0.19076E-07   -0.68559E-10
  5557    0.46890E-01    0.10616E-02    0.00000E+00   -0.94568E-03    0.42658E-09    0.19067E-07   -0.68070E-10
  5558    0.46835E-01    0.10573E-02    0.00000E+00   -0.94137E-03    0.42646E-09    0.19057E-07   -0.67583E-10
  5559    0.46778E-01    0.10530E-02    0.00000E+00   -0.93706E-03    0.42634E-09    0.19048E-07   -0.67098E-10
  5560    0.46723E-01    0.10488E-02    0.00000E+00   -0.93260E-03    0.42621E-09    0.19038E-07   -0.66617E-10
  5561    0.46667E-01    0.10446E-02    0.00000E+00   -0.92808E-03    0.42609E-09    0.19028E-07   -0.66138E-10
  5562    0.46612E-01    0.10404E-02    0.00000E+00   -0.92348E-03    0.42596E-09    0.19018E-07   -0.65662E-10
  5563    0.46557E-01    0.10363E-02    0.00000E+00   -0.91881E-03    0.42584E-09    0.19008E-07   -0.65188E-10
  5564    0.46502E-01    0.10321E-02    0.00000E+00   -0.91422E-03    0.42572E-09    0.18998E-07   -0.64718E-10
  5565    0.46446E-01    0.10279E-02    0.00000E+00   -0.90948E-03    0.42559E-09    0.18988E-07   -0.64249E-10
  5566    0.46392E-01    0.10238E-02    0.00000E+00   -0.90459E-03    0.42547E-09    0.18978E-07   -0.63784E-10
  5567    0.46336E-01    0.10197E-02    0.00000E+00   -0.89971E-03    0.42535E-09    0.18968E-07   -0.63321E-10
  5568    0.46281E-01    0.10156E-02    0.00000E+00   -0.89468E-03    0.42522E-09    0.18958E-07   -0.62861E-10
  5569    0.46226E-01    0.10115E-02    0.00000E+00   -0.88973E-03    0.42510E-09    0.18947E-07   -0.62403E-10
  5570    0.46170E-01    0.10075E-02    0.00000E+00   -0.88464E-03    0.42497E-09    0.18937E-07   -0.61948E-10
  5571    0.46115E-01    0.10034E-02    0.00000E+00   -0.87954E-03    0.42485E-09    0.18926E-07   -0.61496E-10
  5572    0.46060E-01    0.99934E-03    0.00000E+00   -0.87437E-03    0.42473E-09    0.18916E-07   -0.61046E-10
  5573    0.46004E-01    0.99542E-03    0.00000E+00   -0.86906E-03    0.42460E-09    0.18905E-07   -0.60599E-10
  5574    0.45948E-01    0.99136E-03    0.00000E+00   -0.86375E-03    0.42448E-09    0.18895E-07   -0.60154E-10
  5575    0.45893E-01    0.98752E-03    0.00000E+00   -0.85845E-03    0.42436E-09    0.18884E-07   -0.59712E-10
  5576    0.45838E-01    0.98352E-03    0.00000E+00   -0.85307E-03    0.42423E-09    0.18873E-07   -0.59273E-10
  5577    0.45782E-01    0.97968E-03    0.00000E+00   -0.84754E-03    0.42411E-09    0.18862E-07   -0.58836E-10
  5578    0.45727E-01    0.97577E-03    0.00000E+00   -0.84210E-03    0.42399E-09    0.18851E-07   -0.58401E-10
  5579    0.45671E-01    0.97192E-03    0.00000E+00   -0.83658E-03    0.42387E-09    0.18840E-07   -0.57970E-10
  5580    0.45615E-01    0.96808E-03    0.00000E+00   -0.83098E-03    0.42374E-09    0.18829E-07   -0.57541E-10
  5581    0.45561E-01    0.96431E-03    0.00000E+00   -0.82540E-03    0.42362E-09    0.18818E-07   -0.57114E-10
  5582    0.45504E-01    0.96047E-03    0.00000E+00   -0.81966E-03    0.42350E-09    0.18807E-07   -0.56690E-10
  5583    0.45449E-01    0.95670E-03    0.00000E+00   -0.81400E-03    0.42337E-09    0.18796E-07   -0.56268E-10
  5584    0.45393E-01    0.95293E-03    0.00000E+00   -0.80827E-03    0.42325E-09    0.18784E-07   -0.55849E-10
  5585    0.45337E-01    0.94923E-03    0.00000E+00   -0.80247E-03    0.42313E-09    0.18773E-07   -0.55433E-10
  5586    0.45281E-01    0.94554E-03    0.00000E+00   -0.79667E-03    0.42301E-09    0.18761E-07   -0.55019E-10
